trade_date,bar_ts,future_ts_code,future_close,future_per_unit,call_ts_code,call_close,put_ts_code,put_close,option_per_unit,rate,ttm,iv_call_used,iv_put_used,delta_call,delta_put,combo_delta,target_future_position,gamma_call,gamma_put,vega_call,vega_put,theta_call,theta_put
2025-01-06,2025-01-06T23:45:00.000000,AG2502.SHF,7692.0,15.0,AG2502C7700.SHF,127.0,AG2502P7700.SHF,134.0,15.0,0.00016394263959390866,0.038356164383561646,0.2,0.2,0.5078521350490321,-0.49214786495096047,0.015704270098071682,-0.015704270098071682,0.011546824035155117,0.011546824035169977,5.996206506286117,5.996206506271906,-6.375421035322816,-6.370411706674858
2025-01-07,2025-01-07T23:45:00.000000,AG2502.SHF,7724.0,15.0,AG2502C7700.SHF,145.5,AG2502P7700.SHF,122.5,15.0,0.0001616,0.03561643835616438,0.21053454697132107,0.20900612637400626,0.5524129249991089,-0.4476438731030627,0.10476905189604618,-0.10476905189604618,-4.277565655900267e-15,4.039923119461363e-15,5.790322392807814,5.7903377967107295,-6.994402385754171,-6.938725718956178
2025-01-08,2025-01-08T23:45:00.000000,AG2502.SHF,7754.0,15.0,AG2502C7700.SHF,161.5,AG2502P7700.SHF,107.0,15.0,0.000164,0.03287671232876712,0.22045064374804493,0.22219535559415815,0.5524564226523574,-0.44748124658497546,0.10497517606738194,-0.10497517606738194,-6.619705409312827e-15,3.0734346543238124e-15,5.570300662185938,5.570284663176206,-7.652053810465105,-7.707557301604467
2025-01-09,2025-01-09T23:45:00.000000,AG2502.SHF,7781.0,15.0,AG2502C7700.SHF,175.0,AG2502P7700.SHF,93.0,15.0,0.00016662857142857142,0.030136986301369864,0.22775256395339966,0.22696775943040848,0.6387238757747252,-0.3613015530441893,0.2774223227305359,-0.2774223227305359,-3.753583844395801e-15,-4.691979805494751e-16,5.082774515224956,5.082780074668712,-7.893457289334464,-7.861186623482723
2025-01-10,2025-01-10T23:45:00.000000,AG2502.SHF,7806.0,15.0,AG2502C7700.SHF,188.0,AG2502P7700.SHF,82.0,15.0,0.00017485714285714286,0.0273972602739726,0.23327733159065245,0.2314728386700153,0.6385488941174221,-0.36150686150576955,0.27704203261165256,-0.27704203261165256,-3.2575438495187055e-15,9.074586437944966e-15,4.856167003492525,4.856177737637848,-8.528394395155118,-8.457131440293054
2025-01-11,2025-01-11T02:30:00.000000,AG2502.SHF,7787.0,15.0,AG2502C7700.SHF,168.0,AG2502P7700.SHF,77.0,15.0,0.02,0.0273972602739726,0.23779557690024378,0.23787531465291972,0.6438604279054673,-0.35613884960101705,0.2877215783044502,-0.2877215783044502,-1.169986501852204e-14,3.275962205186171e-15,4.827198580869209,4.827211999043124,-9.01839852386641,-8.410491556127113
2025-01-13,2025-01-13T23:45:00.000000,AG2502.SHF,7636.0,15.0,AG2502C7700.SHF,73.0,AG2502P7700.SHF,136.5,15.0,0.00019537142857142857,0.019178082191780823,0.22791263252496718,0.22836448967456813,0.37480787745337557,-0.6251803139757199,-0.25037243652234437,0.25037243652234437,-2.0748659767048397e-15,1.2693297739841371e-14,4.015164660850569,4.015162137472047,-10.017974709409003,-10.03185763139966
2025-01-14,2025-01-14T23:45:00.000000,AG2502.SHF,7633.0,15.0,AG2502C7700.SHF,61.5,AG2502P7700.SHF,128.0,15.0,0.0002162,0.01643835616438356,0.22492369741201396,0.22383607327938077,0.3742916821991685,-0.6257345921914504,-0.25144290999228197,0.25144290999228197,-4.8871604015398e-15,8.308172682617659e-15,3.7164481178163253,3.716453385674194,-10.787891480619201,-10.729141398436184
2025-01-15,2025-01-15T23:45:00.000000,AG2502.SHF,7749.0,15.0,AG2502C7700.SHF,116.5,AG2502P7700.SHF,66.0,15.0,0.00020695000000000002,0.0136986301369863,0.21462124764919283,0.21345575392246247,0.6360065632601236,-0.3640188953363728,0.2719876679237508,-0.2719876679237508,-5.201197107317221e-15,1.1702693491463747e-14,3.42061309067009,3.420614834533176,-11.544384891696438,-11.475399546922148
2025-01-16,2025-01-16T23:45:00.000000,AG2503.SHF,7867.0,15.0,AG2503C7900.SHF,205.0,AG2503P7900.SHF,241.0,15.0,0.00016800123287671233,0.10410958904109589,0.2,0.2,0.4684972152659091,-0.531502784734109,-0.06300556946819985,0.06300556946819985,-1.3766450741193737e-14,4.588816913731246e-15,10.112861739617486,10.112861739621039,-3.894560692402962,-3.8892940773589544
2025-01-17,2025-01-17T23:45:00.000000,AG2503.SHF,7755.0,15.0,AG2503C7900.SHF,149.0,AG2503P7900.SHF,332.5,15.0,0.00016866287671232874,0.10136986301369863,0.21467960536479952,0.21774718105792995,0.38187315595456417,-0.6179414081285678,-0.23606825217400362,0.23606825217400362,-3.3004805799426232e-15,1.508791122259485e-14,9.427861230312558,9.427688450074603,-4.003177874509191,-4.054996222803311
2025-01-18,2025-01-18T02:30:00.000000,AG2503.SHF,7759.0,15.0,AG2503C7900.SHF,149.0,AG2503P7900.SHF,332.5,15.0,0.02,0.10136986301369863,0.2119094820320606,0.2523786599934101,0.39314965935264773,-0.5528076461369389,-0.15965798678429116,0.15965798678429116,2.831170853365302e-15,0.008873289502000836,9.486594279346312,9.948815571767014,-4.22054601736761,-4.497039141095911
2025-01-20,2025-01-20T23:45:00.000000,AG2503.SHF,7726.0,15.0,AG2503C7900.SHF,137.5,AG2503P7900.SHF,319.0,15.0,0.00016920856164383562,0.09315068493150686,0.20664735376834864,0.26765871450304984,0.38086357128596937,-0.6155952070094535,-0.2347316357234841,0.2347316357234841,-2.866518723097107e-15,1.2421581133420797e-14,9.008894288061885,9.005480675853219,-4.010377987719494,-5.186805512124522
2025-01-21,2025-01-21T23:45:00.000000,AG2503.SHF,7770.0,15.0,AG2503C7900.SHF,140.5,AG2503P7900.SHF,269.0,15.0,0.00017014993150684933,0.09041095890410959,0.22034362494945525,0.22868323311209676,0.3814653030950973,-0.6180584709704812,-0.23659316787538387,0.23659316787538387,-9.883611634196607e-15,2.8238890383418877e-15,8.90796395758609,8.907557054749018,-4.357975155787017,-4.517317607834457
2025-01-22,2025-01-22T23:45:00.000000,AG2503.SHF,7757.0,15.0,AG2503C7900.SHF,142.0,AG2503P7900.SHF,282.5,15.0,0.00017016178082191784,0.08767123287671233,0.20829735293984408,0.20677687942981715,0.3805940623370335,-0.6194912606565317,-0.23889719831949818,0.23889719831949818,-7.557577247598982e-15,1.2281063027348345e-14,8.764795316532032,8.764865183144417,-4.181653640613163,-4.145838098500292
2025-01-23,2025-01-23T23:45:00.000000,AG2503.SHF,7638.0,15.0,AG2503C7900.SHF,91.0,AG2503P7900.SHF,358.5,15.0,0.00017037397260273972,0.08493150684931507,0.21868114173412323,0.21600875571370123,0.29929667045796143,-0.7008379614715597,-0.4015412910135983,0.4015412910135983,-5.6217087182961155e-15,1.5643015563954408e-14,7.7386338217732655,7.738754786709948,-4.002266000926724,-3.9480824553982643
2025-01-24,2025-01-24T23:45:00.000000,AG2503.SHF,7734.0,15.0,AG2503C7900.SHF,127.0,AG2503P7900.SHF,306.5,15.0,0.0001704923287671233,0.0821917808219178,0.2115003849565983,0.21863964192569252,0.38039124832343035,-0.6192206294950738,-0.23882938117164348,0.23882938117164348,-1.8947643337205067e-15,9.473821668602534e-15,8.4806206194973,8.48031030207843,-4.385458360769505,-4.52793802113024
2025-01-25,2025-01-25T02:30:00.000000,AG2503.SHF,7715.0,15.0,AG2503C7900.SHF,113.0,AG2503P7900.SHF,289.5,15.0,0.02,0.0821917808219178,0.21839709267020224,0.23420325621962543,0.3907513872692262,-0.6090584467733351,-0.2183070595041089,0.2183070595041089,-2.6140679008279406e-15,7.604561166044918e-15,8.538980878227834,8.52875371154886,-4.78496870407227,-4.48757080623534
2025-01-27,2025-01-27T15:00:00.000000,AG2503.SHF,7677.0,15.0,AG2503C7900.SHF,102.0,AG2503P7900.SHF,326.5,15.0,0.00017526649746192892,0.07671232876712329,0.20885176606476302,0.2140906461328268,0.29827457858576445,-0.7014750613611106,-0.40320048277534615,0.40320048277534615,-4.3526633109203185e-15,1.0639843648916335e-14,7.375040705259896,7.374842988398075,-4.038418467553754,-4.134098207276338
2025-02-05,2025-02-05T23:45:00.000000,AG2503.SHF,8090.0,15.0,AG2503C7900.SHF,277.0,AG2503P7900.SHF,88.5,15.0,0.00018915939086294417,0.049315068493150684,0.22520697548985477,0.22738352850079538,0.7203459196787494,-0.2821127903810386,0.4382331292977108,-0.4382331292977108,-6.082693671201334e-15,0.000628001116610419,6.0731693107787725,6.0731439987272,-5.622312237057372,-5.670648981042007
2025-02-06,2025-02-06T23:45:00.000000,AG2503.SHF,8012.0,15.0,AG2503C7900.SHF,215.0,AG2503P7900.SHF,103.5,15.0,0.00018184263959390864,0.04657534246575343,0.2270135144889355,0.2295419336855411,0.6405156649305759,-0.35938272409382876,0.2811329408367471,-0.2811329408367471,-8.446139014631827e-15,4.667603139664958e-15,6.486499523526643,6.486462763690537,-6.4160822454469155,-6.481763294425633
2025-02-07,2025-02-07T23:45:00.000000,AG2503.SHF,8125.0,15.0,AG2503C7900.SHF,288.0,AG2503P7900.SHF,73.5,15.0,0.0001776918781725888,0.043835616438356165,0.2158627131581306,0.21671711400151247,0.7195280556631508,-0.28044195629048013,0.4390860993726707,-0.4390860993726707,-1.2976520316761838e-14,4.325506772253946e-15,5.732470155858441,5.732462769188625,-5.7378315835701414,-5.754944615454271
2025-02-08,2025-02-08T02:30:00.000000,AG2503.SHF,8035.0,15.0,AG2503C7900.SHF,223.5,AG2503P7900.SHF,88.0,15.0,0.00017328578680203045,0.043835616438356165,0.21596777483820914,0.23382805287837982,0.6398055764181907,-0.35949773603485125,0.28030784038333945,-0.28030784038333945,-1.5392677918438944e-14,4.3979079766968413e-16,6.309862592741537,6.3096381999587425,-6.317974318394448,-6.834444692250187
2025-02-10,2025-02-10T23:45:00.000000,AG2503.SHF,8063.0,15.0,AG2503C7900.SHF,243.0,AG2503P7900.SHF,86.5,15.0,0.00018020000000000002,0.03561643835616438,0.21909584328532214,0.2183983677625656,0.7188721059125083,-0.28114998759654386,0.4377221183159644,-0.4377221183159644,-1.2259182184627278e-14,8.099816800557308e-15,5.151890746706308,5.151895075782971,-6.4776727554690865,-6.451422905904103
2025-02-11,2025-02-11T23:45:00.000000,AG2503.SHF,7942.0,15.0,AG2503C7900.SHF,156.0,AG2503P7900.SHF,114.5,15.0,0.0001951142857142857,0.03287671232876712,0.2369057700037956,0.24799456626176836,0.5530539307893774,-0.44654999616044766,0.10650393462892971,-0.10650393462892971,-4.518500091025964e-15,1.3103650263975294e-14,5.706449167911728,5.706328615837467,-8.424365020497817,-8.812227344608672
2025-02-12,2025-02-12T23:45:00.000000,AG2503.SHF,7988.0,15.0,AG2503C7900.SHF,183.0,AG2503P7900.SHF,95.5,15.0,0.0001862142857142857,0.030136986301369864,0.22390439450740812,0.22483799934387205,0.6386049005735837,-0.3613648756083709,0.2772400249652128,-0.2772400249652128,-4.4587091000645694e-15,4.904580010071026e-15,5.214424695105408,5.214418237156855,-7.961506687837215,-7.988839242926076
2025-02-13,2025-02-13T23:45:00.000000,AG2503.SHF,7986.0,15.0,AG2503C7900.SHF,177.0,AG2503P7900.SHF,84.5,15.0,0.00017927142857142856,0.0273972602739726,0.23386790692806242,0.23487454786896703,0.6385683163947827,-0.36140058362744987,0.27716773276733286,-0.27716773276733286,8.926360208292383e-16,-2.677908062487715e-15,4.970555447316619,4.97054892306957,-8.75119246384773,-8.78321265515794
2025-02-14,2025-02-14T23:45:00.000000,AG2503.SHF,8118.0,15.0,AG2503C7900.SHF,270.0,AG2503P7900.SHF,52.5,15.0,0.0001926142857142857,0.024657534246575342,0.2352198606729507,0.22283776491880414,0.7884157756272617,-0.21186438539675492,0.5765513902305068,-0.5765513902305068,-1.2966920523992922e-14,2.48532643376531e-15,3.7004811619892495,3.7005053714624507,-7.315860171214979,-6.925068212922348
2025-02-15,2025-02-15T02:30:00.000000,AG2503.SHF,8028.0,15.0,AG2503C7900.SHF,205.5,AG2503P7900.SHF,61.5,15.0,0.02,0.024657534246575342,0.25304618567228315,0.25424050241708757,0.6502630080445444,-0.35305490546106516,0.29720810258347924,-0.29720810258347924,0.0017168032492332478,0.0008876359529128248,4.705329665494971,4.705557435021993,-9.995805009664451,-9.465295612811957
2025-02-17,2025-02-17T23:45:00.000000,AG2503.SHF,7999.0,15.0,AG2503C7900.SHF,157.0,AG2503P7900.SHF,58.5,15.0,0.0001999,0.01643835616438356,0.25827590286731716,0.2325370070338249,0.6375060188165135,-0.3631106614213891,0.2743953573951244,-0.2743953573951244,-7.997604079492341e-15,4.998502549682714e-15,3.8546963071681235,3.854766236855696,-12.849678786484503,-11.105215546112689
2025-02-18,2025-02-18T23:45:00.000000,AG2503.SHF,8071.0,15.0,AG2503C7900.SHF,189.0,AG2503P7900.SHF,32.0,15.0,0.00021630000000000003,0.0136986301369863,0.22689754039049148,0.22817109078168862,0.7869015900263329,-0.21307687330390632,0.5738247167224265,-0.5738247167224265,-1.3099046105625911e-15,2.183174350937652e-15,2.7514302897399467,2.7514302171145273,-9.329901337696953,-9.431892651206475
2025-02-19,2025-02-19T23:45:00.000000,AG2504.SHF,8094.0,15.0,AG2504C8100.SHF,245.0,AG2504P8100.SHF,247.5,15.0,0.00017700117808219177,0.09041095890410959,0.2,0.2,0.4846109199416211,-0.5153890800583807,-0.0307781601167596,0.0307781601167596,0.004198218763793011,0.004198218763800384,9.678662504761032,9.678662504768848,-4.2985536412478496,-4.292864406619941
2025-02-20,2025-02-20T23:45:00.000000,AG2504.SHF,8128.0,15.0,AG2504C8100.SHF,258.0,AG2504P8100.SHF,232.5,15.0,0.00017780934246575345,0.08767123287671233,0.25206292636692523,0.24863507777452465,0.5593531165986915,-0.44084658727553155,0.11850652932315991,-0.11850652932315991,-8.591556582881886e-15,4.295778291440943e-15,9.55129728745595,9.551474958789955,-5.514666882828777,-5.434097944415868
2025-02-21,2025-02-21T23:45:00.000000,AG2504.SHF,8055.0,15.0,AG2504C8100.SHF,200.0,AG2504P8100.SHF,246.0,15.0,0.00017871093150684933,0.08493150684931507,0.25018220961093895,0.25289499826729295,0.4701436497827873,-0.5296994931801361,-0.05955584339734882,0.05955584339734882,-1.0062547594334381e-14,9.625045525015495e-15,9.358550163106313,9.3584107293892,-5.537875975412618,-5.592071139661641
2025-02-22,2025-02-22T02:30:00.000000,AG2504.SHF,8082.0,15.0,AG2504C8100.SHF,211.0,AG2504P8100.SHF,234.0,15.0,0.02,0.08493150684931507,0.2318048074841499,0.23299027271568773,0.4790327921923697,-0.5209493032058193,-0.04191651101344962,0.04191651101344962,-7.847750912238942e-15,4.3598616179105234e-16,9.367832575559222,9.367693416744729,-5.440226124684727,-4.824600121428233
2025-02-24,2025-02-24T23:45:00.000000,AG2504.SHF,7998.0,15.0,AG2504C8100.SHF,160.0,AG2504P8100.SHF,261.0,15.0,0.00018313350253807104,0.07671232876712329,0.22677590250968932,0.24678660899400706,0.4681348628834758,-0.530766816085789,-0.06263195320231324,0.06263195320231324,-8.881784197002262e-15,1.0658141036402714e-14,8.862860359879736,8.861977025008132,-5.269963275462601,-5.728360149828916
2025-02-25,2025-02-25T23:45:00.000000,AG2504.SHF,7904.0,15.0,AG2504C8100.SHF,102.0,AG2504P8100.SHF,298.0,15.0,0.00018480862944162437,0.07397260273972603,0.22881109818816178,0.227832924425602,0.38069186961607043,-0.6193585970843883,-0.2386667274683179,0.2386667274683179,-8.4292253527762e-15,0.0,8.226102467865433,8.22614398906704,-5.1201972794652875,-5.092397999014565
2025-02-26,2025-02-26T23:45:00.000000,AG2504.SHF,7927.0,15.0,AG2504C8100.SHF,105.0,AG2504P8100.SHF,276.0,15.0,0.0001903989847715736,0.07123287671232877,0.20785972937941546,0.20799675732851025,0.379411417335075,-0.6205816640973569,-0.24117024676228194,0.24117024676228194,-7.911364753155948e-15,1.1754027633260267e-14,8.088998583950916,8.088993359275976,-4.7525530116838155,-4.749562341563319
2025-02-27,2025-02-27T23:45:00.000000,AG2504.SHF,7897.0,15.0,AG2504C8100.SHF,90.0,AG2504P8100.SHF,291.0,15.0,0.0001984746192893401,0.0684931506849315,0.20471515886485575,0.20242700561881066,0.2975400959986508,-0.7025629038836606,-0.40502280788500983,0.40502280788500983,-9.11267605705535e-16,1.0023943662760885e-14,7.162836432651955,7.1629110358801205,-4.313108799443839,-4.258575051224227
2025-02-28,2025-02-28T23:45:00.000000,AG2504.SHF,7836.0,15.0,AG2504C8100.SHF,67.0,AG2504P8100.SHF,332.0,15.0,0.00020016294416243656,0.06575342465753424,0.20323920980095866,0.20065785944461823,0.29728600134476646,-0.7028277764121215,-0.405541775067355,0.405541775067355,-8.089940660671718e-15,1.3868469704008658e-14,6.993140605936887,6.993232088584543,-4.357173626609772,-4.295458383441712
2025-03-01,2025-03-01T02:30:00.000000,AG2504.SHF,7833.0,15.0,AG2504C8100.SHF,66.0,AG2504P8100.SHF,330.0,15.0,0.02,0.06575342465753424,0.2004779231548309,0.2020351074635982,0.30601473167097487,-0.6939843955591204,-0.3879696638881455,0.3879696638881455,-4.858920581807155e-15,1.5733647598232692e-14,7.099160092492071,7.097368365164396,-4.526169741737412,-3.9179195321470957
2025-03-03,2025-03-03T23:45:00.000000,AG2504.SHF,7948.0,15.0,AG2504C8100.SHF,90.0,AG2504P8100.SHF,249.0,15.0,0.0001892228426395939,0.057534246575342465,0.20065269976854322,0.2114311444759369,0.37800291416541587,-0.621508516188985,-0.24350560202356908,0.24350560202356908,-4.262425398645257e-15,1.2114261659307574e-14,7.284083459723681,7.2837866137272975,-5.132581437664172,-5.401918293351599
2025-03-04,2025-03-04T23:45:00.000000,AG2504.SHF,7919.0,15.0,AG2504C8100.SHF,76.0,AG2504P8100.SHF,258.5,15.0,0.00018529949238578678,0.0547945205479452,0.1959682773053646,0.20548787966370577,0.2961922826682322,-0.7034249431792217,-0.40723266051098944,0.40723266051098944,-3.860169294257838e-15,9.991026408667346e-15,6.412488136479984,6.412257391946638,-4.637645130504907,-4.856764343325153
