trade_date,bar_ts,future_ts_code,future_close,future_per_unit,call_ts_code,call_close,call_settle,put_ts_code,put_close,put_settle,option_per_unit,rate,ttm,iv_call_used,iv_put_used,delta_call,delta_put,combo_delta,target_future_position,gamma_call,gamma_put,vega_call,vega_put,theta_call,theta_put
2025-09-01,2025-09-01T15:00:00.000000,AG2510.SHF,9775.0,15.0,AG2510C9000.SHF,751.5,797.9469949837326,AG2510P9000.SHF,33.5,22.903477804444282,15.0,0.00015042842639593907,0.06301369863013699,0.24311920613050458,0.24324743445962665,0.9265160357414695,-0.07423598242631671,0.8522800533151528,-0.8522800533151528,0.0009863571037693217,0.0011406565498376408,3.2593331470604396,3.259332481598236,-2.54056959291313,-2.53653349079433
2025-09-02,2025-09-02T15:00:00.000000,AG2510.SHF,9824.0,15.0,AG2510C9000.SHF,845.0,856.7408741388765,AG2510P9000.SHF,31.5,33.066237304811715,15.0,0.0001506208121827411,0.06027397260273973,0.28356057669967405,0.28450218793004745,0.8971490287783478,-0.10283031136365878,0.7943187174146891,-0.7943187174146891,-1.7669519431907666e-14,2.2086899289884582e-16,4.3231224367283945,4.32310891843169,-4.108964058238712,-4.117196037200632
2025-09-03,2025-09-03T15:00:00.000000,AG2510.SHF,9820.0,15.0,AG2510C9000.SHF,849.0,865.663373515111,AG2510P9000.SHF,29.5,46.073688732271194,15.0,0.0001499218274111675,0.057534246575342465,0.31987028105184434,0.32102587057277565,0.8977821197309241,-0.1021931994258565,0.7955889203050677,-0.7955889203050677,-1.7683917084137088e-14,-1.2526107934597105e-15,4.222490487836222,4.222474232527996,-4.745827300649012,-4.757578702565581
2025-09-04,2025-09-04T15:00:00.000000,AG2510.SHF,9773.0,15.0,AG2510C9000.SHF,818.5,814.8457303484354,AG2510P9000.SHF,30.5,42.256165259779195,15.0,0.00014917157360406092,0.0547945205479452,0.3068056698702275,0.30798293596133586,0.8973434176044363,-0.10263197400495656,0.7947114435994796,-0.7947114435994796,3.57088318798563e-15,1.1159009962455093e-15,4.111216033004309,4.111201617213346,-4.65794656411299,-4.670453577158916
2025-09-05,2025-09-05T15:00:00.000000,AG2510.SHF,9812.0,15.0,AG2510C9000.SHF,829.0,851.2542706472383,AG2510P9000.SHF,29.5,39.795060597782275,15.0,0.00014831421319796956,0.052054794520547946,0.31830201752483833,0.3198219869285822,0.8974141279796491,-0.1025549131998385,0.7948592147798106,-0.7948592147798106,-1.1808510154130372e-14,3.837765800092371e-15,4.015050271933383,4.015030776601839,-4.9725771569058,-4.990973152225777
2025-09-08,2025-09-08T15:00:00.000000,AG2510.SHF,9813.0,15.0,AG2510C9000.SHF,824.0,836.4800271673771,AG2510P9000.SHF,23.0,23.754506551812792,15.0,0.0001476969543147208,0.043835616438356165,0.3031166756898165,0.3043382920138539,0.9314908448695884,-0.06858445954376474,0.8629063853258236,-0.8629063853258236,-1.7709155353947113e-14,0.000018782070147967348,2.723842834447187,2.723836158823693,-3.830634877477337,-3.840764900335053
2025-09-09,2025-09-09T15:00:00.000000,AG2510.SHF,9846.0,15.0,AG2510C9000.SHF,850.0,867.6812783222299,AG2510P9000.SHF,18.0,22.063470840881095,15.0,0.00015013401015228424,0.0410958904109589,0.3148161003366112,0.31647303096950047,0.9315136990169132,-0.06846417473360489,0.8630495242833083,-0.8630495242833083,-8.208968016569378e-15,1.4292399671705616e-15,2.6417651507724655,2.641755552948111,-4.122293772466833,-4.138581106563596
2025-09-10,2025-09-10T15:00:00.000000,AG2510.SHF,9796.0,15.0,AG2510C9000.SHF,813.5,816.663165007322,AG2510P9000.SHF,17.0,21.184305796800977,15.0,0.0001501,0.038356164383561646,0.30842879202216855,0.3106793522834777,0.9312875718516359,-0.06868332460061304,0.8626042472510229,-0.8626042472510229,-1.066240422102392e-14,1.740045133292098e-15,2.5458425772394193,2.5458316445175724,-4.177727525510363,-4.202788679115688
2025-09-11,2025-09-11T15:00:00.000000,AG2510.SHF,9798.0,15.0,AG2510C9000.SHF,810.0,814.020046174928,AG2510P9000.SHF,16.5,16.402222315387874,15.0,0.0001503714285714286,0.03561643835616438,0.3017212094180286,0.3034752805903554,0.9310576835412967,-0.06892040465974668,0.86213727888155,-0.86213727888155,-1.5394963675315432e-14,5.92113987512132e-16,2.4535948301978583,2.4535864821440567,-4.0190192489424135,-4.159163165028557
2025-09-12,2025-09-12T15:00:00.000000,AG2510.SHF,10035.0,15.0,AG2510C9000.SHF,1009.0,1039.3652535492083,AG2510P9000.SHF,8.5,4.587930616568392,15.0,0.00015057142857142857,0.03287671232876712,0.3010102008655667,0.3034032452851534,0.9734862473972601,-0.02658916093778228,0.9468970864594778,-0.9468970864594778,0.00001768024683371715,4.586367030233865e-16,1.1166953363009147,1.1166907063086007,-1.4405383623491161,-1.5438510017647897
