bar_ts,trade_date,nav,capital_used,capital_usage,return_rate
2025-01-06T15:00:00.000000,2025-01-06,999982.1871641079,35625.671784103535,0.035626306389652695,0.0
2025-01-07T15:00:00.000000,2025-01-07,999863.7120677925,36527.319014810775,0.036532297926153916,-0.00011847720673041628
2025-01-08T15:00:00.000000,2025-01-08,999939.5372671842,36661.49381541903,0.03666371060355729,-0.00004265065665276513
2025-01-09T15:00:00.000000,2025-01-09,999853.6841799928,36717.346902610516,0.03672272001750277,-0.0001285052731584413
2025-01-10T15:00:00.000000,2025-01-10,999890.2962330516,37145.73484955169,0.03714981032368562,-0.00009189256792352385
2025-01-13T15:00:00.000000,2025-01-13,999496.1702360929,36459.8608465104,0.036478239669390775,-0.0004860255855090312
2025-01-14T15:00:00.000000,2025-01-14,999066.372422641,34579.65865996222,0.034611973352791196,-0.0009158310550151372
2025-01-15T15:00:00.000000,2025-01-15,998647.1139586335,34818.91712396972,0.03486608696634355,-0.0013350969873379137
2025-01-16T15:00:00.000000,2025-01-16,999728.8060245046,0.0,0.0,-0.00025338565312038597
2025-01-16T15:00:00.000000,2025-01-16,999711.5300634858,34551.922037615375,0.03456189210443655,-0.0002706619218784123
2025-01-17T15:00:00.000000,2025-01-17,999767.2881962636,34604.8822579806,0.03461293709700506,-0.00021490279587255134
2025-01-20T15:00:00.000000,2025-01-20,999602.9709628852,34440.56502460216,0.03445424436006496,-0.0003792229562590288
2025-01-21T15:00:00.000000,2025-01-21,999146.3798279753,33983.973889692264,0.03401300807950017,-0.0008358222244967406
2025-01-22T15:00:00.000000,2025-01-22,999310.0157851375,34147.60984685445,0.03417118742678204,-0.0006721833524621079
2025-01-23T15:00:00.000000,2025-01-23,998880.244367615,33717.838429331845,0.033755636493420095,-0.0011019624255687033
2025-01-24T15:00:00.000000,2025-01-24,998719.6374639514,33557.231525668234,0.033600252029568685,-0.0012625721901476927
2025-01-27T15:00:00.000000,2025-01-27,998924.5630913987,33762.15715311559,0.03379850531318495,-0.0010576429123287934
2025-02-05T15:00:00.000000,2025-02-05,999543.6477678856,34381.241829602484,0.03439693894946998,-0.0004385472079917463
2025-02-06T15:00:00.000000,2025-02-06,998741.8305345072,33579.424596224046,0.03362172642579013,-0.0012403787242634134
2025-02-07T15:00:00.000000,2025-02-07,998757.7393995973,33595.33346131415,0.03363711952961683,-0.0012244695757862578
2025-02-10T15:00:00.000000,2025-02-10,998678.0423546273,33515.63641634418,0.033560001316663465,-0.0013041680404118905
2025-02-11T15:00:00.000000,2025-02-11,997696.8315281107,32534.425589827584,0.032609530833125545,-0.0022853963453872694
2025-02-12T15:00:00.000000,2025-02-12,997522.2862090566,32359.880270773523,0.03244025794526627,-0.002459944773643863
2025-02-13T15:00:00.000000,2025-02-13,997839.7852154531,32677.379277169985,0.03274812225503145,-0.002142440111588817
2025-02-14T15:00:00.000000,2025-02-14,1000823.0393738167,35660.63343553357,0.03563130746654803,0.0008408671879380769
2025-02-17T15:00:00.000000,2025-02-17,997058.497532375,31896.091594091893,0.03199019081932673,-0.0029237417118641584
2025-02-18T15:00:00.000000,2025-02-18,997325.0118107235,32162.605872440294,0.03224887122207685,-0.00265722268605606
2025-02-19T15:00:00.000000,2025-02-19,995487.6513736151,0.0,0.0,-0.004494615852347339
2025-02-19T15:00:00.000000,2025-02-19,995480.0745465258,15153.654178599472,0.015222458556493422,-0.004502192814403783
2025-02-20T15:00:00.000000,2025-02-20,995592.0642820923,15264.858377301707,0.015332442799560668,-0.004390201083947054
2025-02-21T15:00:00.000000,2025-02-21,995196.0950753931,14868.889170602484,0.01494066269369361,-0.004786177344106357
2025-02-24T15:00:00.000000,2025-02-24,994641.6053398267,14314.399435036074,0.014391514851367446,-0.00534067695688345
2025-02-25T15:00:00.000000,2025-02-25,993793.9865738502,13466.780669059504,0.013550877597364864,-0.0061883108216228555
2025-02-26T15:00:00.000000,2025-02-26,993752.3305659165,13425.124661125898,0.013509527724559533,-0.006229967571581341
2025-02-27T15:00:00.000000,2025-02-27,993740.9666364321,13413.760731641523,0.013498246708137426,-0.006241331703493169
2025-02-28T15:00:00.000000,2025-02-28,993695.5654649907,13368.359560200111,0.013453174216335071,-0.006286733683672607
2025-03-03T15:00:00.000000,2025-03-03,993341.3068127212,13014.100907930584,0.013101338702694448,-0.006640998646405771
2025-03-04T15:00:00.000000,2025-03-04,992975.1739665337,12647.96806174309,0.012737446406861894,-0.007007138014573644
2025-03-05T15:00:00.000000,2025-03-05,992805.0071027173,12477.801197926688,0.012568229520054902,-0.007177307909598474
2025-03-06T15:00:00.000000,2025-03-06,992776.0918510649,12448.885946274353,0.012539469925250698,-0.007206223676322732
2025-03-07T15:00:00.000000,2025-03-07,992631.432027354,12304.226122563414,0.012395563676069796,-0.007350886076881169
2025-03-10T15:00:00.000000,2025-03-10,992301.6598863228,11974.453981532166,0.012067352565855779,-0.007680664092194145
2025-03-11T15:00:00.000000,2025-03-11,992016.768979315,11689.563074524345,0.011783634551411591,-0.007965560074007283
2025-03-12T15:00:00.000000,2025-03-12,991986.1496218892,11658.943717098573,0.01175313155485342,-0.007996179976860307
2025-03-13T15:00:00.000000,2025-03-13,991594.1085641548,11266.902659364205,0.01136241387686225,-0.008388228018082144
2025-03-14T15:00:00.000000,2025-03-14,993658.3865623932,13331.180657602512,0.013416261401186723,-0.0063239132485436444
2025-03-17T15:00:00.000000,2025-03-17,993185.202985487,12857.99708069626,0.012946222962288886,-0.006797105254341407
2025-03-18T15:00:00.000000,2025-03-18,993088.1587034245,12760.95279863376,0.012849768358223558,-0.006894151265068427
2025-03-19T15:00:00.000000,2025-03-19,992958.954597651,12631.748692860325,0.012721320085157735,-0.007023357672374497
2025-03-20T15:00:00.000000,2025-03-20,989843.5726455343,0.0,0.0,-0.010138795119267185
2025-03-20T15:00:00.000000,2025-03-20,989833.080853083,20983.584902467686,0.021199114586454397,-0.010149287098610293
2025-03-21T15:00:00.000000,2025-03-21,989569.8199646027,20213.270041863427,0.02042632023942127,-0.010412552676597242
2025-03-24T15:00:00.000000,2025-03-24,989063.1552486039,19849.93475786224,0.020069431009057153,-0.010919226417892225
2025-03-25T15:00:00.000000,2025-03-25,988628.1552486039,19414.93475786224,0.019638257978784848,-0.011354234166613852
2025-03-26T15:00:00.000000,2025-03-26,988647.0493392737,19816.040667192407,0.0200435946078388,-0.011335339739380723
2025-03-27T15:00:00.000000,2025-03-27,988141.8115227025,19331.27848376367,0.01956326334777256,-0.011840586555830646
2025-03-28T15:00:00.000000,2025-03-28,988847.9291360397,20515.160870426374,0.02074652761658767,-0.011134456364312206
2025-03-31T15:00:00.000000,2025-03-31,988765.4291360397,20432.660870426374,0.020664821269368167,-0.011216957833897312
2025-04-01T15:00:00.000000,2025-04-01,988667.727054228,20065.36295223813,0.020295355459840507,-0.011314661656091185
2025-04-02T15:00:00.000000,2025-04-02,988368.1224398462,19659.967566619962,0.019891341212106426,-0.011614271607375826
2025-04-03T15:00:00.000000,2025-04-03,987843.9905326051,18774.099473861053,0.01900512596502088,-0.012138412851058877
2025-04-07T15:00:00.000000,2025-04-07,995949.9511996337,24573.13880683255,0.024673065927895182,-0.0040323077913111405
2025-04-08T15:00:00.000000,2025-04-08,994008.6847952548,22884.405211211408,0.023022339302724622,-0.005973608775765804
2025-04-09T15:00:00.000000,2025-04-09,993432.418390876,22560.67161559027,0.022709820213168787,-0.006549885445266357
2025-04-10T15:00:00.000000,2025-04-10,990213.8569943107,20079.23301215559,0.02027767322212999,-0.009768504174558879
2025-04-11T15:00:00.000000,2025-04-11,990537.3885081201,20385.701498346207,0.020580446265687922,-0.009444966897633189
2025-04-14T15:00:00.000000,2025-04-14,989297.6321766949,19555.45782977139,0.01976701165931696,-0.010684745313027766
2025-04-15T15:00:00.000000,2025-04-15,987852.3972861255,18345.692720340863,0.01857128936543659,-0.012130005947787792
2025-04-16T15:00:00.000000,2025-04-16,987262.8371845084,18005.252821957845,0.018237547432966794,-0.01271957655132916
2025-04-17T15:00:00.000000,2025-04-17,987353.9846806016,17854.105325864617,0.018082780444381583,-0.012628427431611633
2025-04-18T15:00:00.000000,2025-04-18,986829.3414054585,17298.748601007726,0.017529625311272733,-0.013153080052305866
2025-04-21T15:00:00.000000,2025-04-21,982726.8266033314,0.0,0.0,-0.01725566793315758
2025-04-21T15:00:00.000000,2025-04-21,982718.530069002,16593.06865900335,0.016884863927251133,-0.017263964615274463
2025-04-22T15:00:00.000000,2025-04-22,983038.4044257996,16912.150788157924,0.017203957355090765,-0.01694408456050589
2025-04-23T15:00:00.000000,2025-04-23,982634.9200570333,16508.666419391586,0.0168004068270171,-0.017347576116601093
2025-04-24T15:00:00.000000,2025-04-24,982645.6007062199,16519.347068578194,0.016811093497702392,-0.017336895277158426
2025-04-25T15:00:00.000000,2025-04-25,982195.2307022304,16068.97706458865,0.016360267859476342,-0.017787273303657813
2025-04-28T15:00:00.000000,2025-04-28,981322.6406743035,15196.387036661847,0.015485617478691656,-0.018659878875164515
2025-04-29T15:00:00.000000,2025-04-29,981502.7900610229,15376.53642338113,0.01566631962648331,-0.01847972627941652
2025-04-30T15:00:00.000000,2025-04-30,982333.5894277944,16207.335790152696,0.016498810551305088,-0.017648912113488624
2025-05-06T15:00:00.000000,2025-05-06,979587.0025660098,13460.748928368057,0.013741249009131274,-0.020395547900645794
2025-05-07T15:00:00.000000,2025-05-07,979363.3331952486,13237.079557606947,0.013516004846148314,-0.020619221255663733
2025-05-08T15:00:00.000000,2025-05-08,979144.0544058519,13017.800768210207,0.013295082280931028,-0.02083850395110709
2025-05-09T15:00:00.000000,2025-05-09,978637.6406743035,12511.387036661847,0.012784493991096865,-0.02134492670348087
2025-05-12T15:00:00.000000,2025-05-12,978601.6206902617,12475.367052620019,0.01274815695054792,-0.02138094732915219
2025-05-13T15:00:00.000000,2025-05-13,978251.6325620202,12125.378924378514,0.012394948825817346,-0.0217309416917858
2025-05-14T15:00:00.000000,2025-05-14,977763.9831753009,11637.72953765923,0.011902391311107161,-0.02221859976507834
2025-05-15T15:00:00.000000,2025-05-15,978197.6100051692,12071.356367527522,0.012340406727699664,-0.02178496521094897
2025-05-16T15:00:00.000000,2025-05-16,977340.987528109,11214.733890467396,0.011474740171116432,-0.02264160294715656
2025-05-19T15:00:00.000000,2025-05-19,976696.7275360881,10570.473898446482,0.010822677705814176,-0.023285874415479357
2025-05-20T15:00:00.000000,2025-05-20,976725.4325221247,10599.178884483083,0.01085174864046861,-0.023257168918116355
2025-05-21T15:00:00.000000,2025-05-21,970490.0087704255,0.0,0.0,-0.029492703742374227
2025-05-21T15:00:00.000000,2025-05-21,970471.9638159726,36089.90890598782,0.03718799744000789,-0.02951074901826467
2025-05-22T15:00:00.000000,2025-05-22,970362.3650395431,35977.3479348873,0.03707619878005181,-0.0296203497469939
2025-05-23T15:00:00.000000,2025-05-23,969662.9492680646,35277.932163408695,0.036381643941369224,-0.0303197779772727
2025-05-26T15:00:00.000000,2025-05-26,969068.1498798499,34683.132775194004,0.03579018955425808,-0.03091458796073998
2025-05-27T15:00:00.000000,2025-05-27,968631.5901587546,34246.57305409877,0.035355622717700035,-0.03135115545834044
2025-05-28T15:00:00.000000,2025-05-28,968529.5189486779,34144.501844022096,0.03525396095421579,-0.03145322848662724
2025-05-29T15:00:00.000000,2025-05-29,968596.6904646473,34211.67335999143,0.035320865430151005,-0.03138605577412146
2025-05-30T15:00:00.000000,2025-05-30,968526.2616747239,34141.2445700681,0.035250716393619395,-0.03145648581860361
2025-06-03T15:00:00.000000,2025-06-03,969778.4860111969,35393.46890654103,0.036496446783551746,-0.03020423917606674
2025-06-04T15:00:00.000000,2025-06-04,969678.6866229821,35293.66951832634,0.03639728294043526,-0.030304040342023164
2025-06-05T15:00:00.000000,2025-06-05,969662.3726868595,35277.35558220366,0.03638107095406088,-0.030320354568748598
2025-06-06T15:00:00.000000,2025-06-06,975622.7892050628,41237.77210040699,0.042268151745417426,-0.02435983187673263
2025-06-09T15:00:00.000000,2025-06-09,976224.6774101887,41839.66030553288,0.04285863825582515,-0.023757932950079996
2025-06-10T15:00:00.000000,2025-06-10,975560.4622504954,41175.445145839585,0.0422069638316963,-0.024422159941539623
