trade_date,bar_ts,future_ts_code,future_close,future_per_unit,call_ts_code,call_close,put_ts_code,put_close,option_per_unit,rate,ttm,iv_call_used,iv_put_used,delta_call,delta_put,combo_delta,target_future_position
2025-09-03,2025-09-03T15:00:00.000000,AG2510.SHF,9820.0,15.0,AG2510C9000.SHF,849.0,AG2510P9000.SHF,29.5,15.0,0.0001499218274111675,0.057534246575342465,0.25302934259176263,0.280879257619381,0.9182884586964569,-0.1030528301288926,0.8152356285675644,-0.8152356285675644
2025-09-04,2025-09-04T15:00:00.000000,AG2510.SHF,9773.0,15.0,AG2510C9000.SHF,818.5,AG2510P9000.SHF,30.5,15.0,0.00014917157360406092,0.0547945205479452,0.2804094898700714,0.28177727848291395,0.9316374923701645,-0.06834146222823986,0.8632960301419246,-0.8632960301419246
2025-09-05,2025-09-05T15:00:00.000000,AG2510.SHF,9812.0,15.0,AG2510C9000.SHF,829.0,AG2510P9000.SHF,29.5,15.0,0.00014831421319796956,0.052054794520547946,0.31550575479865073,0.2793887042999268,0.8973571581125198,-0.10338043387907815,0.7939767242334417,-0.7939767242334417
2025-09-08,2025-09-08T15:00:00.000000,AG2510.SHF,9813.0,15.0,AG2510C9000.SHF,824.0,AG2510P9000.SHF,23.0,15.0,0.0001476969543147208,0.043835616438356165,0.2560613343119621,0.29418173283338545,0.9578718944391164,-0.06863247860159893,0.8892394158375174,-0.8892394158375174
2025-09-09,2025-09-09T15:00:00.000000,AG2510.SHF,9846.0,15.0,AG2510C9000.SHF,850.0,AG2510P9000.SHF,18.0,15.0,0.00015013401015228424,0.0410958904109589,0.254502281844616,0.30156831324100497,0.9618813723794133,-0.0686633802747767,0.8932179921046366,-0.8932179921046366
2025-09-10,2025-09-10T15:00:00.000000,AG2510.SHF,9796.0,15.0,AG2510C9000.SHF,813.5,AG2510P9000.SHF,17.0,15.0,0.0001501,0.038356164383561646,0.2255387663841248,0.30109160661697393,0.9730781932209023,-0.06880736676539681,0.9042708264555055,-0.9042708264555055
2025-09-11,2025-09-11T15:00:00.000000,AG2510.SHF,9798.0,15.0,AG2510C9000.SHF,810.0,AG2510P9000.SHF,16.5,15.0,0.0001503714285714286,0.03561643835616438,0.2960041067004204,0.2942437082529068,0.9309862344256814,-0.06903577561407676,0.8619504588116047,-0.8619504588116047
2025-09-12,2025-09-12T15:00:00.000000,AG2510.SHF,10035.0,15.0,AG2510C9000.SHF,1009.0,AG2510P9000.SHF,8.5,15.0,0.00015057142857142857,0.03287671232876712,0.28438137292861926,0.3038737988471985,0.9560068917336411,-0.06906540770392466,0.8869414840297164,-0.8869414840297164
2025-09-15,2025-09-15T15:00:00.000000,AG2510.SHF,10017.0,15.0,AG2510C9000.SHF,1005.0,AG2510P9000.SHF,6.0,15.0,0.00014797142857142856,0.024657534246575342,0.01,0.3374925875663756,0.9999999999999774,-0.018199431032715128,0.9818005689672622,-0.9818005689672622
2025-09-16,2025-09-16T15:00:00.000000,AG2510.SHF,10108.0,15.0,AG2510C9000.SHF,1103.5,AG2510P9000.SHF,6.0,15.0,0.00014794285714285715,0.021917808219178082,0.01,0.35999731540679925,0.9999999999999887,-0.020467992912907768,0.9795320070870809,-0.9795320070870809
2025-09-17,2025-09-17T15:00:00.000000,AG2510.SHF,9906.0,15.0,AG2510C9000.SHF,916.5,AG2510P9000.SHF,12.0,15.0,0.00015189999999999998,0.019178082191780823,0.01,0.40823008596897126,0.9999999999999776,-0.015369029591642236,0.9846309704083354,-0.9846309704083354
2025-09-18,2025-09-18T15:00:00.000000,AG2510.SHF,9808.0,15.0,AG2510C9000.SHF,762.5,AG2510P9000.SHF,7.5,15.0,0.00015256666666666667,0.01643835616438356,0.41320591151714314,0.4252125370502471,0.9711162838861396,-0.04386043648719975,0.9272558473989398,-0.9272558473989398
