bar_ts,trade_date,nav,capital_used,capital_usage,return_rate
2025-03-26T14:15:00.000000,2025-03-26,982569.9725981237,19614.53352023849,0.019962480095309137,-0.017424113180425915
2025-03-26T14:30:00.000000,2025-03-26,982547.1158732668,19622.390245095376,0.019970940760082954,-0.017446970042860555
2025-03-26T14:45:00.000000,2025-03-26,982567.2347815525,19632.271336809747,0.01998058824053344,-0.01742685101347652
2025-03-26T15:00:00.000000,2025-03-26,982713.4654511719,19816.040667190384,0.02016461701589962,-0.017280619463674873
2025-03-26T21:00:00.000000,2025-03-26,982657.1574600299,19872.3486583323,0.020223074250736953,-0.017336927793742185
2025-03-26T21:15:00.000000,2025-03-26,982628.2276346006,19751.278483761642,0.020100459083398466,-0.01736585779330413
2025-03-26T21:30:00.000000,2025-03-26,982600.9654511719,19703.540667190384,0.02005243365310891,-0.01739312014082761
2025-03-26T21:45:00.000000,2025-03-26,982588.7032677431,19670.802850619126,0.020019365971948366,-0.017405382398064106
2025-03-26T22:00:00.000000,2025-03-26,982517.8293229806,19531.6767953816,0.01987920851150377,-0.017476256769426435
2025-03-26T22:15:00.000000,2025-03-26,982542.3536898381,19597.152428524118,0.019945351317354414,-0.017451732254953445
2025-03-26T22:30:00.000000,2025-03-26,982502.4725981237,19547.03352023849,0.01989514944277792,-0.01749161358671758
2025-03-26T22:45:00.000000,2025-03-26,982507.9095705049,19586.596547857247,0.019935306736023492,-0.017486176581610446
2025-03-26T23:00:00.000000,2025-03-26,982461.5599925999,19512.94612576224,0.019861282029099658,-0.017532526438499896
2025-03-26T23:15:00.000000,2025-03-26,982368.8221760286,19440.683942333497,0.019789597861290798,-0.017625264813272534
2025-03-26T23:30:00.000000,2025-03-26,982354.853689838,19409.652428524118,0.019758290352635027,-0.017639233383541453
2025-03-26T23:45:00.000000,2025-03-26,982341.5599925999,19392.94612576224,0.019741551121901357,-0.017652527160796128
2025-03-27T00:00:00.000000,2025-03-27,982339.1789008855,19380.32721747661,0.019728753198218936,-0.017654908266842573
2025-03-27T00:15:00.000000,2025-03-27,982328.2662953618,19376.239823000364,0.019724811438108825,-0.01766582093805069
2025-03-27T00:30:00.000000,2025-03-27,982306.4410843143,19368.065034047868,0.01971692765515059,-0.01768764628046715
2025-03-27T00:45:00.000000,2025-03-27,982405.6473870762,19463.858731285993,0.019812445890406274,-0.017588439380569088
2025-03-27T01:00:00.000000,2025-03-27,982320.7662953618,19368.739823000364,0.01971732705605515,-0.017673320983194296
2025-03-27T01:15:00.000000,2025-03-27,982330.6473870762,19388.858731285993,0.019737609513516517,-0.017663439832004246
2025-03-27T01:30:00.000000,2025-03-27,982335.7662953618,19383.739823000364,0.019732295705878023,-0.017658320892907198
2025-03-27T01:45:00.000000,2025-03-27,982338.1473870762,19396.358731285993,0.019745093665433252,-0.017655939786860753
2025-03-27T02:00:00.000000,2025-03-27,982313.2662953618,19361.239823000364,0.019709842559714377,-0.01768082102833779
2025-03-27T02:15:00.000000,2025-03-27,982353.1473870762,19411.358731285993,0.019760061626429893,-0.017640939696573765
2025-03-27T02:30:00.000000,2025-03-27,982276.4410843143,19338.065034047868,0.019686988535224346,-0.017717646461041237
2025-03-27T09:15:00.000000,2025-03-27,982327.5915064092,19361.91461195286,0.01971024206116533,-0.017666495731064935
2025-03-27T09:30:00.000000,2025-03-27,982279.853689838,19334.652428524118,0.01968344597101874,-0.01771423383497661
2025-03-27T09:45:00.000000,2025-03-27,982229.0599925999,19280.44612576224,0.019629276826637055,-0.017765027837948755
2025-03-27T10:00:00.000000,2025-03-27,982222.2347815523,19287.271336809747,0.01963636196965065,-0.017771853090078227
2025-03-27T10:15:00.000000,2025-03-27,982281.203267743,19363.302850619126,0.01971258615781658,-0.017712884248948235
2025-03-27T10:45:00.000000,2025-03-27,982296.8780566955,19392.628061666634,0.01974212531351173,-0.017697209365647115
2025-03-27T11:00:00.000000,2025-03-27,982351.0843594574,19443.421758904755,0.019792742196220865,-0.017643002736610125
2025-03-27T11:15:00.000000,2025-03-27,982331.9969649811,19417.509153381005,0.019766748119142467,-0.017662090245976092
2025-03-27T11:30:00.000000,2025-03-27,982307.7906622192,19396.71545614288,0.01974606700723269,-0.017686296694438997
2025-03-27T13:45:00.000000,2025-03-27,982300.9654511716,19403.540667190384,0.01975315239385754,-0.017693121946568358
2025-03-27T14:00:00.000000,2025-03-27,982232.7906622192,19321.71545614288,0.019671218106164245,-0.017761297145874155
2025-03-27T14:15:00.000000,2025-03-27,982265.1717539335,19364.33436442851,0.01971395802403493,-0.017728915859253624
2025-03-27T14:30:00.000000,2025-03-27,982258.346542886,19371.159575476013,0.01972104349497656,-0.017735741111382985
2025-03-27T14:45:00.000000,2025-03-27,982186.7591484097,19292.746969952263,0.019642646156907827,-0.01780732893675352
2025-03-27T15:00:00.000000,2025-03-27,982208.2276346004,19331.278483761642,0.019681446296083396,-0.017785860321341107
2025-03-27T21:00:00.000000,2025-03-27,982421.8423219359,19807.663796426114,0.020162075946531344,-0.017572244348229904
2025-03-27T21:15:00.000000,2025-03-27,982411.6818268872,19667.824291474815,0.02001994139045725,-0.017582404904435966
2025-03-27T21:30:00.000000,2025-03-27,982323.744854506,19545.761263856053,0.019897474092668926,-0.017670342406121753
2025-03-27T21:45:00.000000,2025-03-27,982230.0141848866,19414.491933475416,0.01976572865123321,-0.01776407363991872
2025-03-27T22:00:00.000000,2025-03-27,982297.8322489822,19526.673869379803,0.019878567607823444,-0.01769625516761697
2025-03-27T22:15:00.000000,2025-03-27,982254.1818268872,19510.324291474815,0.01986280603579382,-0.017739905852449778
2025-03-27T22:30:00.000000,2025-03-27,982363.2305606022,19701.275557759844,0.020054980627193242,-0.017630856462355737
2025-03-27T22:45:00.000000,2025-03-27,982542.835174984,19986.67094337801,0.0203417807629919,-0.017451250766909454
2025-03-27T23:00:00.000000,2025-03-27,982541.128872222,19988.377246139884,0.020343552711205987,-0.017452957079941878
2025-03-27T23:15:00.000000,2025-03-27,982561.9225694601,20012.583548901763,0.020367758091589402,-0.01743216325754371
2025-03-27T23:30:00.000000,2025-03-27,982634.8595418413,20119.64657652052,0.020475201323410623,-0.01735922584614502
2025-03-27T23:45:00.000000,2025-03-27,982731.328028032,20233.178090329908,0.02058871790617503,-0.01726275677929756
2025-03-28T00:00:00.000000,2025-03-28,982616.128872222,20063.377246139884,0.020418326808015277,-0.01737795662850672
