trade_date,bar_ts,future_ts_code,future_close,future_per_unit,call_ts_code,call_close,put_ts_code,put_close,option_per_unit,rate,ttm,iv_call_used,iv_put_used,delta_call,delta_put,combo_delta,target_future_position,gamma_call,gamma_put,vega_call,vega_put,theta_call,theta_put,nav,margin_by_future,cash,pnl,pnl_future,pnl_call,pnl_put,pnl_option,cash_future,cash_call,cash_put,cash_option,nav_future,nav_call,nav_put,nav_option,capital_used,capital_future,capital_call,capital_put,capital_option,fee,fee_future,fee_call,fee_put,fee_option,slippage,name
2025-04-18,2025-04-18T15:00:00.000000,AG2505.SHF,8147.0,15.0,AG2505C8300.SHF,36.5,AG2505P8300.SHF,190.0,15.0,0.00016549999999999998,0.01643835616438356,0.252571080327034,0.2641788095235824,0.29381103481002013,-0.7059332038345558,-0.4121221690245357,0.4121221690245357,-2.9989281295070274e-15,2.1420915210764482e-15,3.6078195733001848,3.6077591367157296,-11.75875985810854,-12.293515007990663,1002257.9403162572,7555.263900691492,991305.1764155659,-550.023115616402,-10.023115616402027,-307.5,-232.5,-540.0,-6223.594933585611,0.0,0.0,0.0,-30.670301465422558,-307.5,-232.5,-540.0,,7555.263900691492,547.5,2850.0,3397.5,20.64718584902053,20.64718584902053,0.0,0.0,0.0,4.129024267376874,mtm
2025-04-21,2025-04-21T15:00:00.000000,AG2506.SHF,8247.0,15.0,AG2506C8200.SHF,311.0,AG2506P8200.SHF,267.0,15.0,0.00017580753424657533,0.0958904109589041,0.2,0.2,0.4679791583551295,-0.5320208416448932,-0.06404168328976367,0.06404168328976367,-6.404239839335865e-15,9.392885097692604e-15,10.068416612604791,10.068416612589159,-4.213305994105667,-4.2075853672319,1002210.4551368734,1188.4602988505026,992351.9948380232,0.0,0.0,0.0,0.0,0.0,-1192.4218331800043,-4667.3325,-4007.0025,-8674.335000000001,-3.9615343295016756,-2.3325,-2.0025,-4.335,9858.460298850503,1188.4602988505026,4665.0,4005.0,8670.0,8.296534329501675,3.9615343295016756,2.3325,2.0025,4.335,0.792227643135264,open
2025-04-22,2025-04-22T15:00:00.000000,AG2506.SHF,8174.0,15.0,AG2506C8200.SHF,285.5,AG2506P8200.SHF,318.5,15.0,0.00017540589041095892,0.09315068493150686,0.28184224888682363,0.2849441038072108,0.561597628152539,-0.43821602916292335,0.12338159898961565,-0.12338159898961565,0.0,-2.070808881752821e-15,9.994312058633795,9.994109648552508,-6.068327529629187,-6.129246937700373,1002518.8406583495,2268.9457605497346,991189.8948977999,319.87435679770874,-70.12564320229123,-382.5,772.5,390.0,-1162.0999402232285,0.0,0.0,0.0,-81.61447852399657,-382.5,772.5,390.0,,2268.9457605497346,4282.5,4777.5,9060.0,11.488835321705336,11.488835321705336,0.0,0.0,0.0,2.2979968640272084,mtm
2025-04-23,2025-04-23T15:00:00.000000,AG2506.SHF,8199.0,15.0,AG2506C8200.SHF,285.5,AG2506P8200.SHF,290.0,15.0,0.0001749169863013699,0.09041095890410959,0.29926052950322635,0.30644723176956173,0.47353817179594465,-0.5260320313535037,-0.052493859557559086,0.052493859557559086,-1.5310069889285227e-14,1.1907832136110733e-14,9.780724844920151,9.780239194300679,-6.498345946480356,-6.648323486430456,1002034.2564555914,968.490437012726,992433.266018579,-473.7680996211059,-46.26809962110586,0.0,-427.5,-427.5,1243.371120779027,0.0,0.0,0.0,-57.08420275798147,0.0,-427.5,-427.5,,968.490437012726,4282.5,4350.0,8632.5,10.816103136875615,10.816103136875615,0.0,0.0,0.0,2.1630043269435264,mtm
2025-04-24,2025-04-24T15:00:00.000000,AG2506.SHF,8296.0,15.0,AG2506C8200.SHF,329.5,AG2506P8200.SHF,240.5,15.0,0.00017470780821917807,0.08767123287671233,0.29167012706398954,0.2953756047785282,0.5443082056335182,-0.455475360899823,0.08883284473369524,-0.08883284473369524,0.004229612456932556,0.004229511631963527,9.649800268072982,9.649570358148807,-6.446410860878984,-6.522434968088419,1002019.3425530414,1657.9880644111756,991811.3544886305,-6.121434343751503,76.37856565624847,660.0,-742.5,-82.5,-621.9115299484489,0.0,0.0,0.0,67.58609745000072,660.0,-742.5,-82.5,,1657.9880644111756,4942.5,3607.5,8550.0,8.792468206247745,8.792468206247745,0.0,0.0,0.0,1.7586695081984993,mtm
2025-04-25,2025-04-25T15:00:00.000000,AG2506.SHF,8280.0,15.0,AG2506C8200.SHF,310.0,AG2506P8200.SHF,231.0,15.0,0.00017470287671232876,0.08493150684931507,0.2854576843231916,0.29280138604342937,0.5610336846749971,-0.4385449048662181,0.12248877980877904,-0.12248877980877904,-1.3208494279998497e-14,1.5272321511248263e-14,9.551831608782223,9.551406263025168,-6.449253436035633,-6.609105438977679,1001603.5726112127,2281.7377712407697,991206.8348399723,-413.68011726391313,21.319882736086857,-292.5,-142.5,-435.0,-604.5196486583131,0.0,0.0,0.0,19.23005817128097,-292.5,-142.5,-435.0,,2281.7377712407697,4650.0,3465.0,8115.0,2.089824564805888,2.089824564805888,0.0,0.0,0.0,0.41800671363229835,mtm
2025-04-28,2025-04-28T15:00:00.000000,AG2506.SHF,8168.0,15.0,AG2506C8200.SHF,225.0,AG2506P8200.SHF,265.0,15.0,0.00017502385786802028,0.07671232876712329,0.2790028257668019,0.28017834231257444,0.5598618055366509,-0.4400740714202998,0.11978773411635107,-0.11978773411635107,-2.166174525237962e-14,1.458002084294782e-14,9.05824989956411,9.058193448294176,-6.626582175489716,-6.648752482460139,1001044.1882786858,2201.679123488059,991492.5091551981,-559.2188499212511,205.7811500787488,-1275.0,510.0,-765.0,285.6743152257356,0.0,0.0,0.0,205.61566747302476,-1275.0,510.0,-765.0,,2201.679123488059,3375.0,3975.0,7350.0,0.16548260572404871,0.16548260572404871,0.0,0.0,0.0,0.03309321182361129,mtm
2025-04-29,2025-04-29T15:00:00.000000,AG2506.SHF,8215.0,15.0,AG2506C8200.SHF,255.0,AG2506P8200.SHF,244.0,15.0,0.00017518680203045686,0.07397260273972603,0.2657672039419412,0.2747700825333595,0.47000691288982305,-0.529506854245155,-0.05949994135533193,0.05949994135533193,-6.355850168035248e-15,9.32191357978503e-15,8.858315042672123,8.857913993388642,-6.404559151045618,-6.61542788335268,1001083.6904595926,1099.8920192307191,992498.7984403623,50.54964744797246,-84.45035255202751,450.0,-315.0,135.0,1006.2892851641226,0.0,0.0,0.0,-95.49781909321707,450.0,-315.0,135.0,,1099.8920192307191,3825.0,3660.0,7485.0,11.04746654118957,11.04746654118957,0.0,0.0,0.0,2.209272380999853,mtm
2025-04-30,2025-04-30T15:00:00.000000,AG2506.SHF,8182.0,15.0,AG2506C8200.SHF,266.5,AG2506P8200.SHF,290.0,15.0,0.0001753223350253807,0.07123287671232877,0.2780454982817173,0.2826742911338806,0.5592529154797692,-0.4405037219272077,0.11874919355256147,-0.11874919355256147,-1.3333533033630202e-14,1.0833495589824538e-14,8.72873744076612,8.728538173925452,-6.860142154916446,-6.968432793612379,1001905.800824284,2185.8946673780097,991372.4061569063,833.0475290291107,-29.452470970889305,172.5,690.0,862.5,-1126.3922834559864,0.0,0.0,0.0,-40.38963530869582,172.5,690.0,862.5,,2185.8946673780097,3997.5,4350.0,8347.5,10.937164337806516,10.937164337806516,0.0,0.0,0.0,2.1876516327237896,mtm
2025-05-06,2025-05-06T15:00:00.000000,AG2506.SHF,8235.0,15.0,AG2506C8200.SHF,200.5,AG2506P8200.SHF,169.5,15.0,0.00017351725888324873,0.0547945205479452,0.31599576093256465,0.3224454894661904,0.4703230516693245,-0.5293767124831418,-0.0590536608138173,0.0590536608138173,-9.39979628889676e-15,7.69074241818826e-15,7.607969084268151,7.607749972070086,-8.871660977022202,-9.046790373868703,999002.912568462,1094.2999368557978,992358.6126316065,-2891.9056088742864,-94.40560887428636,-990.0,-1807.5,-2797.5,986.2064747002428,0.0,0.0,0.0,-105.38825582196911,-990.0,-1807.5,-2797.5,,1094.2999368557978,3007.5,2542.5,5550.0,10.982646947682749,10.982646947682749,0.0,0.0,0.0,2.1963097585618194,mtm
2025-05-07,2025-05-07T15:00:00.000000,AG2506.SHF,8252.0,15.0,AG2506C8200.SHF,202.0,AG2506P8200.SHF,152.0,15.0,0.00017231725888324875,0.052054794520547946,0.23715980991721153,0.24249272063374513,0.5552716185030275,-0.444488716679993,0.11078290182303452,-0.11078290182303452,-4.185966724951326e-16,-3.767370052456193e-15,7.4556334946528375,7.455513008931357,-6.876237679362845,-7.025072355081619,998767.4611182264,2056.7004475344675,991400.7606706923,-224.94131649247657,15.05868350752341,22.5,-262.5,-240.0,-957.8519609142548,0.0,0.0,0.0,4.548549764414808,22.5,-262.5,-240.0,,2056.7004475344675,3030.0,2280.0,5310.0,10.510133743108602,10.510133743108602,0.0,0.0,0.0,2.102236972317202,mtm
2025-05-08,2025-05-08T15:00:00.000000,AG2506.SHF,8094.0,15.0,AG2506C8200.SHF,120.5,AG2506P8200.SHF,229.0,15.0,0.00016853604060913707,0.049315068493150684,0.23267611071467395,0.23545524865388867,0.5547863158370927,-0.44509211525707476,0.10969420058001794,-0.10969420058001794,0.0,1.0058523382171929e-14,7.254830789435413,7.254774333588162,-6.9369308892037225,-7.014213715181199,998962.4504993291,1997.895703456383,991722.054795873,195.05547732059176,262.5554773205918,-1222.5,1155.0,-67.5,321.29412518075804,0.0,0.0,0.0,262.4893811026736,-1222.5,1155.0,-67.5,,1997.895703456383,1807.5,3435.0,5242.5,0.06609621791821702,0.06609621791821702,0.0,0.0,0.0,0.013217921791465824,mtm
2025-05-09,2025-05-09T15:00:00.000000,AG2506.SHF,8168.0,15.0,AG2506C8200.SHF,139.5,AG2506P8200.SHF,171.5,15.0,0.0001577756345177665,0.04657534246575343,0.23316799983382222,0.23692154556512834,0.43141103298101474,-0.560533280769892,-0.1291222477888772,0.1291222477888772,0.00843464429036691,0.006487635299839992,6.997179722295211,6.99709905174127,-6.9132214908254355,-7.144935491634982,998248.5585780686,2373.2459707309717,991210.312607338,-699.2605626438199,-121.76056264381992,285.0,-862.5,-577.5,-511.7421885350499,0.0,0.0,0.0,-136.39192126046115,285.0,-862.5,-577.5,,2373.2459707309717,2092.5,2572.5,4665.0,14.631358616641224,14.631358616641224,0.0,0.0,0.0,2.9259791254142806,mtm
2025-05-12,2025-05-12T15:00:00.000000,AG2506.SHF,8232.0,15.0,AG2506C8200.SHF,168.5,AG2506P8200.SHF,136.0,15.0,0.00015629999999999998,0.038356164383561646,0.21933381110429762,0.21941962778568264,0.46414301851766393,-0.5358536538971358,-0.07171063537947187,0.07171063537947187,-7.645679571309543e-15,6.796159618941815e-15,6.377568236286546,6.377567038149949,-7.435925066583749,-7.433746298054757,998271.471697455,1328.091566059728,992375.8801313957,26.457357877322124,123.95735787732212,435.0,-532.5,-97.5,1165.5675240577043,0.0,0.0,0.0,120.41311938646045,435.0,-532.5,-97.5,,1328.091566059728,2527.5,2040.0,4567.5,3.54423849086167,3.54423849086167,0.0,0.0,0.0,0.7089185900319612,mtm
2025-05-13,2025-05-13T15:00:00.000000,AG2506.SHF,8219.0,15.0,AG2506C8200.SHF,149.0,AG2506P8200.SHF,133.0,15.0,0.00015465714285714286,0.03561643835616438,0.2360660475492477,0.23536133661866188,0.4644545793456992,-0.5355717785466689,-0.0711171992009697,0.0711171992009697,-2.5800038516547456e-15,1.5480023109928474e-14,6.126763447275745,6.126773578384771,-8.29726007967166,-8.267476529231459,997919.9515463245,1315.0210702651802,992374.9304760596,-351.483573898997,-13.983573898997014,-292.5,-45.0,-337.5,-0.9496553359936737,0.0,0.0,0.0,-14.02015113054137,-292.5,-45.0,-337.5,,1315.0210702651802,2235.0,1995.0,4230.0,0.03657723154435608,0.03657723154435608,0.0,0.0,0.0,0.007316177926655023,mtm
2025-05-14,2025-05-14T15:00:00.000000,AG2506.SHF,8172.0,15.0,AG2506C8200.SHF,111.0,AG2506P8200.SHF,141.5,15.0,0.0001526,0.03287671232876712,0.22501001819968225,0.22995337337255473,0.4637065213603134,-0.5361159238740455,-0.07240940251373212,0.07240940251373212,-1.3167559261699768e-14,7.220919595125679e-15,5.9046145974443105,5.904557815678779,-8.27834041628094,-8.455119991514891,997427.2347138269,1331.5248231883945,992308.2098906387,-492.6376254366836,-50.13762543668364,-570.0,127.5,-442.5,-66.72058542085124,0.0,0.0,0.0,-50.21683249763696,-570.0,127.5,-442.5,,1331.5248231883945,1665.0,2122.5,3787.5,0.07920706095331256,0.07920706095331256,0.0,0.0,0.0,0.015839828207832085,mtm
2025-05-15,2025-05-15T15:00:00.000000,AG2506.SHF,7991.0,15.0,AG2506C8200.SHF,41.0,AG2506P8200.SHF,252.0,15.0,0.00015272857142857143,0.030136986301369864,0.209630714058876,0.21393634513020512,0.37572943572645223,-0.6241292965309148,-0.24839986080446252,0.24839986080446252,0.0,4.330847892659458e-15,5.351855393812441,5.351809227368721,-7.648808573407976,-7.800850507703132,997827.5945831058,4466.614014038765,988965.9805690673,410.9084721752174,-196.5915278247827,-1050.0,1657.5,607.5,-3342.229321571477,0.0,0.0,0.0,-207.14013072110606,-1050.0,1657.5,607.5,,4466.614014038765,615.0,3780.0,4395.0,10.548602896323352,10.548602896323352,0.0,0.0,0.0,2.109509628302316,mtm
2025-05-16,2025-05-16T15:00:00.000000,AG2506.SHF,8083.0,15.0,AG2506C8200.SHF,56.0,AG2506P8200.SHF,174.0,15.0,0.0001569,0.0273972602739726,0.20864595726132393,0.2135700377821922,0.29419683278654934,-0.705663320898983,-0.41146648811243364,0.41146648811243364,4.508977382032157e-15,-3.0793016267536684e-15,4.599040614556994,4.598992166396703,-7.222426161697307,-7.387687578962868,997215.4998958512,7483.986476494069,986281.5134193576,-602.2081920898418,342.7918079101583,225.0,-1170.0,-945.0,-2684.4671497097847,0.0,0.0,0.0,332.90531274551944,225.0,-1170.0,-945.0,,7483.986476494069,840.0,2610.0,3450.0,9.886495164638877,9.886495164638877,0.0,0.0,0.0,1.9771013227947378,mtm
2025-05-19,2025-05-19T15:00:00.000000,AG2506.SHF,8115.0,15.0,AG2506C8200.SHF,49.0,AG2506P8200.SHF,136.0,15.0,0.0001562,0.019178082191780823,0.19447478830814358,0.19650574356317518,0.22104093828338925,-0.7789175465423146,-0.5578766082589254,0.5578766082589254,-2.157915972860681e-15,1.1066235758259904e-14,3.3060499695678205,3.3060367785180977,-6.253202384670729,-6.430317030021712,996729.0920331192,10187.148133999757,983766.9438991199,-477.49608570603186,197.50391429396814,-105.0,-570.0,-675.0,-2514.569520237729,0.0,0.0,0.0,188.59213726795855,-105.0,-570.0,-675.0,,10187.148133999757,735.0,2040.0,2775.0,8.911777026009595,8.911777026009595,0.0,0.0,0.0,1.7821771874827232,mtm
2025-05-20,2025-05-20T15:00:00.000000,AG2506.SHF,8059.0,15.0,AG2506C8200.SHF,24.0,AG2506P8200.SHF,166.5,15.0,0.00015481666666666667,0.01643835616438356,0.18799319729208946,0.19273084744811056,0.3524217325959037,-0.6364709101859597,-0.284049177590056,0.284049177590056,0.005166016706574809,0.002457050952350064,3.9566550308113393,3.9566310924301367,-9.001919430194619,-9.394205525627868,996326.4265227849,5150.0776656735925,988318.8488571118,-386.1163509374974,-468.6163509374973,-375.0,457.5,82.5,4551.904957991912,0.0,0.0,0.0,-485.16551033425264,-375.0,457.5,82.5,,5150.0776656735925,360.0,2497.5,2857.5,16.549159396755318,16.549159396755318,0.0,0.0,0.0,3.3101628956418288,mtm
2025-05-21,2025-05-21T15:00:00.000000,AG2507.SHF,8261.0,15.0,AG2507C8300.SHF,197.5,AG2507P8300.SHF,233.5,15.0,0.00016164726027397263,0.09315068493150686,0.2,0.2,0.3804747338444983,-0.6195252661554912,-0.23905053231099288,0.23905053231099288,-5.130935514919888e-15,2.565467757459944e-15,9.493975799614095,9.493975799604858,-4.09050924848782,-4.085185230673005,996687.6485343263,4443.736335898172,985778.9121984288,0.0,0.0,0.0,0.0,0.0,-4458.548790351166,-2963.98125,-3504.25125,-6468.2325,-14.812454452993908,-1.48125,-1.75125,-3.2325,10908.736335898171,4443.736335898172,2962.5,3502.5,6465.0,18.044954452993906,14.812454452993908,1.48125,1.75125,3.2325,2.9621946711324716,open
2025-05-22,2025-05-22T15:00:00.000000,AG2507.SHF,8289.0,15.0,AG2507C8300.SHF,204.5,AG2507P8300.SHF,212.5,15.0,0.00016141465753424656,0.09041095890410959,0.2141589970141649,0.21129700772464272,0.46845200985583424,-0.5317184130361675,-0.06326640318033327,0.06326640318033327,-8.718433448306637e-15,-4.1516349753841125e-16,9.904552636660835,9.904692658283446,-4.709771808654779,-4.641611731201493,996567.1227908552,1179.816242490419,989132.3065483653,-109.59877642938298,100.40122357061702,105.0,-315.0,-210.0,3353.3943499366246,0.0,0.0,0.0,89.4742565288715,105.0,-315.0,-210.0,,1179.816242490419,3067.5,3187.5,6255.0,10.926967041745508,10.926967041745508,0.0,0.0,0.0,2.185611969547192,mtm
2025-05-23,2025-05-23T15:00:00.000000,AG2507.SHF,8255.0,15.0,AG2507C8300.SHF,165.0,AG2507P8300.SHF,213.5,15.0,0.00016118068493150683,0.08767123287671233,0.211205927580595,0.20830199368298047,0.4680812394147137,-0.532088995265903,-0.06400775585118934,0.06400775585118934,-1.0947190658551346e-14,1.1368236453111014e-14,9.719618546919204,9.719760707275597,-4.701969414924179,-4.632105261513402,995957.3110216461,1188.982941646552,989090.82808,-609.76586562197,-32.265865621969965,-592.5,15.0,-577.5,-41.47846836523713,0.0,0.0,0.0,-32.311769209104064,-592.5,15.0,-577.5,,1188.982941646552,2475.0,3202.5,5677.5,0.04590358713409961,0.04590358713409961,0.0,0.0,0.0,0.009179799446864232,mtm
2025-05-26,2025-05-26T15:00:00.000000,AG2507.SHF,8269.0,15.0,AG2507C8300.SHF,149.0,AG2507P8300.SHF,186.5,15.0,0.00016185583756345178,0.07945205479452055,0.19028158776462079,0.19399415262043473,0.46631165484206505,-0.5334815280087118,-0.0671698731666468,0.0671698731666468,-2.516464000827692e-15,-3.774696001241538e-15,9.263018699020442,9.262872322460572,-4.460330697451013,-4.541915338780996,995325.5565241536,1249.8372539620289,989043.219270192,-631.5583712712503,13.441628728749762,-240.0,-405.0,-645.0,-47.6088098079995,0.0,0.0,0.0,13.245502507477319,-240.0,-405.0,-645.0,,1249.8372539620289,2235.0,2797.5,5032.5,0.19612622127244403,0.19612622127244403,0.0,0.0,0.0,0.03922132212227768,mtm
2025-05-27,2025-05-27T15:00:00.000000,AG2507.SHF,8210.0,15.0,AG2507C8300.SHF,112.5,AG2507P8300.SHF,208.0,15.0,0.0001621802030456853,0.07671232876712329,0.17561208009719848,0.18272832609713074,0.46532208530312263,-0.5342889832089533,-0.06896689790583072,0.06896689790583072,-3.743707441249801e-15,1.6638699738888002e-15,9.121137043790897,9.120896936197731,-4.2004122042521885,-4.365075911934582,995041.0005235376,1274.1184206676144,988959.3821028705,-284.4453377524824,-59.445337752482416,-547.5,322.5,-225.0,-83.83716732156302,0.0,0.0,0.0,-59.556000615977496,-547.5,322.5,-225.0,,1274.1184206676144,1687.5,3120.0,4807.5,0.1106628634950812,0.1106628634950812,0.0,0.0,0.0,0.022130359663047577,mtm
2025-05-28,2025-05-28T15:00:00.000000,AG2507.SHF,8215.0,15.0,AG2507C8300.SHF,114.0,AG2507P8300.SHF,198.5,15.0,0.00016262385786802033,0.07397260273972603,0.16841016568243503,0.17488999232649802,0.3775736226476523,-0.6220941806385718,-0.24452055799091948,0.24452055799091948,-1.066066292282434e-14,1.066066292282434e-14,8.468040850243236,8.46780509480079,-3.8797838736564074,-4.023551569322223,994915.3556593686,4520.108829451035,985707.746829918,-114.82748265706269,5.1725173429373035,22.5,-142.5,-120.0,-3251.6352729524638,0.0,0.0,0.0,-5.644864169043427,22.5,-142.5,-120.0,,4520.108829451035,1710.0,2977.5,4687.5,10.81738151198073,10.81738151198073,0.0,0.0,0.0,2.1632599763985447,mtm
2025-05-29,2025-05-29T15:00:00.000000,AG2507.SHF,8217.0,15.0,AG2507C8300.SHF,115.5,AG2507P8300.SHF,201.0,15.0,0.00016540913705583756,0.07123287671232877,0.17095748886466022,0.17050936803221697,0.4595728522870064,-0.5416154416783133,-0.08204258939130693,0.08204258939130693,0.0012525682524602642,0.0015358534304701565,8.767065165660773,8.767079816249282,-4.236838782324057,-4.2202967579118535,994972.6791664095,1516.6722209234988,988708.5069454865,67.33561673972758,7.335616739727585,22.5,37.5,60.0,3000.760115568492,0.0,0.0,0.0,-2.6764929590440483,22.5,37.5,60.0,,1516.6722209234988,1732.5,3015.0,4747.5,10.012109698771633,10.012109698771633,0.0,0.0,0.0,2.0026222019755457,mtm
2025-05-30,2025-05-30T15:00:00.000000,AG2507.SHF,8212.0,15.0,AG2507C8300.SHF,107.0,AG2507P8300.SHF,206.0,15.0,0.00016592639593908634,0.0684931506849315,0.17486570626497266,0.1778299698233604,0.4647460995816135,-0.5351009267849395,-0.07035482720332598,0.07035482720332598,3.126560877798811e-15,4.1687478370650816e-16,8.614326591391494,8.614240496096684,-4.431205901083871,-4.50077544610636,994913.306194917,1299.8161476216303,988918.4900472958,-58.65319420434801,-6.1531942043480194,-127.5,75.0,-52.5,209.98310180929005,0.0,0.0,0.0,-6.872971492578451,-127.5,75.0,-52.5,,1299.8161476216303,1605.0,3090.0,4695.0,0.7197772882304312,0.7197772882304312,0.0,0.0,0.0,0.143969854631605,mtm
2025-06-03,2025-06-03T15:00:00.000000,AG2507.SHF,8442.0,15.0,AG2507C8300.SHF,241.0,AG2507P8300.SHF,100.5,15.0,0.00015964822335025382,0.057534246575342465,0.1705782230198383,0.18405612722039216,0.7787367915474847,-0.280636740957775,0.49810005058970963,-0.49810005058970963,0.0024092174208095504,8.579506608548908e-15,5.944233494717083,6.908070917118953,-3.563182694345471,-4.46178656817213,995547.542227353,9460.215294785146,980964.8269325685,670.2241538514745,242.7241538514746,2010.0,-1582.5,427.5,-7953.663114727449,0.0,0.0,0.0,206.7360324360673,2010.0,-1582.5,427.5,,9460.215294785146,3615.0,1507.5,5122.5,35.988121415407306,35.988121415407306,0.0,0.0,0.0,7.198344117489339,mtm
2025-06-04,2025-06-04T15:00:00.000000,AG2507.SHF,8456.0,15.0,AG2507C8300.SHF,242.0,AG2507P8300.SHF,89.5,15.0,0.00015920812182741118,0.0547945205479452,0.19923669487237933,0.20131266385316848,0.6614339173991264,-0.3471420531499412,0.3142918642491852,-0.3142918642491852,0.005041816437679377,0.002995679748695449,7.422545713635693,7.422513958128375,-5.2528565544402,-5.445767907976958,995281.2829358398,5980.314980905919,984328.4679549346,-254.60101062383902,-104.60101062383902,15.0,-165.0,-150.0,3363.641022366155,0.0,0.0,0.0,-116.25929151307285,15.0,-165.0,-150.0,,5980.314980905919,3630.0,1342.5,4972.5,11.658280889233833,11.658280889233833,0.0,0.0,0.0,2.3314230355447525,mtm
2025-06-05,2025-06-05T15:00:00.000000,AG2507.SHF,8464.0,15.0,AG2507C8300.SHF,245.0,AG2507P8300.SHF,83.5,15.0,0.0001599832487309645,0.052054794520547946,0.19342104308307168,0.1982381492853164,0.6396093367034019,-0.36018611865383016,0.27942321804957176,-0.27942321804957176,2.7850260284023127e-15,7.957217224006607e-16,7.226714297169628,7.226649297097157,-5.436976051464029,-5.566958327604141,995196.354229123,5321.867898112499,984946.9863310112,-82.71502370990223,-37.715023709902226,45.0,-90.0,-45.0,618.5183760766004,0.0,0.0,0.0,-39.92870671681976,45.0,-90.0,-45.0,,5321.867898112499,3675.0,1252.5,4927.5,2.213683006917537,2.213683006917537,0.0,0.0,0.0,0.44269233215047943,mtm
2025-06-06,2025-06-06T15:00:00.000000,AG2507.SHF,8842.0,15.0,AG2507C8300.SHF,586.0,AG2507P8300.SHF,49.5,15.0,0.00015955532994923858,0.049315068493150684,0.19551920756697652,0.19907176315784453,0.8480634759861677,-0.1518443480862227,0.696219127899945,-0.696219127899945,-2.3281093733453854e-14,3.238700539532895e-15,4.545163790234376,4.545152921442288,-3.4443657545283486,-3.716019163551014,998189.3875260022,13849.546346861454,974807.3411791414,3020.670353658928,-1584.329646341072,5115.0,-510.0,4605.0,-10139.64515186968,0.0,0.0,0.0,-1611.9667031207234,5115.0,-510.0,4605.0,,13849.546346861454,8790.0,742.5,9532.5,27.637056779651328,27.637056779651328,0.0,0.0,0.0,5.527964152348121,mtm
2025-06-09,2025-06-09T15:00:00.000000,AG2507.SHF,8899.0,15.0,AG2507C8300.SHF,630.0,AG2507P8300.SHF,32.0,15.0,0.0001559776649746193,0.0410958904109589,0.2816731657087803,0.29382138580083844,0.8566835284939722,-0.1500592978693421,0.7066242306246301,-0.7066242306246301,0.0015902529708112488,4.2725315715353534e-15,4.182223624915292,4.182102070019169,-4.8260675259653,-6.082635735237883,997990.9257785254,14147.145457707938,973913.7803208181,-197.767354354453,-595.267354354453,660.0,-262.5,397.5,-893.5608583232826,0.0,0.0,0.0,-595.9617474767985,660.0,-262.5,397.5,,14147.145457707938,9450.0,480.0,9930.0,0.6943931223454344,0.6943931223454344,0.0,0.0,0.0,0.13889251372047845,mtm
2025-06-10,2025-06-10T15:00:00.000000,AG2507.SHF,8879.0,15.0,AG2507C8300.SHF,598.5,AG2507P8300.SHF,24.0,15.0,0.0001544,0.038356164383561646,0.29521799743175503,0.2984453451633453,0.8960815473756256,-0.10386153474034036,0.7922200126352853,-0.7922200126352853,-8.628994980141136e-15,-9.887390081411719e-16,3.1513808233304923,3.151361433876293,-4.9485460468401925,-4.997465947294099,997604.713580603,15825.190680088828,972442.0229005147,-380.5127308126109,211.98726918738905,-472.5,-120.0,-592.5,-1471.757420303334,0.0,0.0,0.0,206.28780207755585,-472.5,-120.0,-592.5,,15825.190680088828,8977.5,360.0,9337.5,5.699467109833203,5.699467109833203,0.0,0.0,0.0,1.1400074227085488,mtm
2025-06-11,2025-06-11T15:00:00.000000,AG2507.SHF,8889.0,15.0,AG2507C8300.SHF,609.0,AG2507P8300.SHF,18.5,15.0,0.00015517142857142857,0.03561643835616438,0.2624873253703117,0.2769318088889123,0.930566887863779,-0.10442074496000153,0.8261461429037774,-0.8261461429037774,-2.1562785409798686e-14,1.3925965577161653e-15,2.244982890111761,3.03727618620731,-3.38445055136674,-3.9125186790288247,997558.6190345951,16521.477081671812,971624.6419529236,-43.833001895292796,-118.8330018952928,157.5,-82.5,75.0,-817.3809475909222,0.0,0.0,0.0,-121.09454600793853,157.5,-82.5,75.0,,16521.477081671812,9135.0,277.5,9412.5,2.2615441126457303,2.2615441126457303,0.0,0.0,0.0,0.45235405793489963,mtm
2025-06-12,2025-06-12T15:00:00.000000,AG2507.SHF,8811.0,15.0,AG2507C8300.SHF,556.5,AG2507P8300.SHF,15.0,15.0,0.00015309999999999998,0.03287671232876712,0.27749356120824814,0.27270490735769276,0.8954013799805871,-0.09758132666687691,0.7978200533137102,-0.7978200533137102,-4.340821689160274e-15,0.001601048278853915,2.913456370445012,2.9134782381768827,-4.277400633574871,-3.84420464889072,997683.3379757913,15818.16476024117,973292.6732155505,126.59098719741951,966.5909871974195,-787.5,-52.5,-840.0,1668.0312626268437,0.0,0.0,0.0,964.7189411962023,-787.5,-52.5,-840.0,,15818.16476024117,8347.5,225.0,8572.5,1.8720460012171505,1.8720460012171505,0.0,0.0,0.0,0.3743717630673422,mtm
