trade_date,bar_ts,nav,margin_by_future,cash,pnl,pnl_future,pnl_call,pnl_put,pnl_option,cash_future,cash_call,cash_put,cash_option,nav_future,nav_call,nav_put,nav_option,capital_used,capital_future,capital_call,capital_put,capital_option,future_ts_code,call_ts_code,put_ts_code,fee,fee_future,fee_call,fee_put,fee_option,slippage,name
2025-08-18,2025-08-18T21:30:00.000000,988942.7435123711,9755.731966683123,975602.011545696,-28.95022128189966,31.04977871810034,-7.5,-52.5,-60.0,-1124.3723102172219,0.0,0.0,0.0,27.226641985937793,-7.5,-52.5,-60.0,,9755.731966683123,607.5,2977.5,3585.0,AG2509.SHF,AG2509C9400.SHF,AG2509P9400.SHF,3.82313673216255,3.82313673216255,0.0,0.0,0.0,0.7645508913435249,mtm
2025-08-18,2025-08-18T21:45:00.000000,988897.7851360239,9346.673652103686,975988.6114839282,-43.61190670064716,-21.11190670064716,-22.5,0.0,-22.5,386.5999382322742,0.0,0.0,0.0,-22.458376347162947,-22.5,0.0,-22.5,,9346.673652103686,585.0,2977.5,3562.5,AG2509.SHF,AG2509C9400.SHF,AG2509P9400.SHF,1.3464696465157864,1.3464696465157864,0.0,0.0,0.0,0.269320861389437,mtm
2025-08-18,2025-08-18T22:00:00.000000,988924.003194265,9584.674498341725,975709.3286959312,27.025401979021524,-40.474598020978476,-60.0,127.5,67.5,-279.28278799694294,0.0,0.0,0.0,-41.281941758903706,-60.0,127.5,67.5,,9584.674498341725,525.0,3105.0,3630.0,AG2509.SHF,AG2509C9400.SHF,AG2509P9400.SHF,0.8073437379252263,0.8073437379252263,0.0,0.0,0.0,0.16145260232468503,mtm
2025-08-18,2025-08-18T22:15:00.000000,988865.8640830795,10063.008637366425,975187.8554457211,-56.52390002915534,-41.52390002915534,-22.5,7.5,-15.0,-521.4732502101479,0.0,0.0,0.0,-43.13911118544726,-22.5,7.5,-15.0,,10063.008637366425,502.5,3112.5,3615.0,AG2509.SHF,AG2509C9400.SHF,AG2509P9400.SHF,1.6152111562919182,1.6152111562919182,0.0,0.0,0.0,0.3230099302653133,mtm
2025-08-18,2025-08-18T22:30:00.000000,988850.3306005234,10087.689840972202,975177.6407595592,-15.458483362782406,14.541516637217594,7.5,-37.5,-30.0,-10.214686161850203,0.0,0.0,0.0,14.466517443926115,7.5,-37.5,-30.0,,10087.689840972202,510.0,3075.0,3585.0,AG2509.SHF,AG2509C9400.SHF,AG2509P9400.SHF,0.07499919329147915,0.07499919329147915,0.0,0.0,0.0,0.01499833882441793,mtm
2025-08-18,2025-08-18T22:45:00.000000,988835.7565777336,10083.486619929394,975167.2699578122,-14.574022789849613,-14.574022789849613,0.0,0.0,0.0,-10.370801747042092,0.0,0.0,0.0,-14.574022789849947,0.0,0.0,0.0,,10083.486619929394,510.0,3075.0,3585.0,AG2509.SHF,AG2509C9400.SHF,AG2509P9400.SHF,3.3414177000312687e-13,3.3414177000312687e-13,0.0,0.0,0.0,6.683503750436674e-14,mtm
2025-08-18,2025-08-18T23:00:00.000000,988813.2565777336,10085.503518943382,975165.2530587981,-22.5,0.0,-22.5,0.0,-22.5,-2.016899013988557,0.0,0.0,0.0,-3.342086050406312e-13,-22.5,0.0,-22.5,,10085.503518943382,487.5,3075.0,3562.5,AG2509.SHF,AG2509C9400.SHF,AG2509P9400.SHF,3.342086050406312e-13,3.342086050406312e-13,0.0,0.0,0.0,6.683503750436674e-14,mtm
2025-08-18,2025-08-18T23:15:00.000000,988790.9695663386,10083.4020177272,975160.0675486194,-22.287011394924807,-7.287011394924806,-15.0,0.0,-15.0,-5.185510178742365,0.0,0.0,0.0,-7.287011394924806,-15.0,0.0,-15.0,,10083.4020177272,472.5,3075.0,3547.5,AG2509.SHF,AG2509C9400.SHF,AG2509P9400.SHF,0.0,0.0,0.0,0.0,0.0,0.0,mtm
2025-08-18,2025-08-18T23:30:00.000000,988797.8306005234,10085.672504736838,975179.6580957945,6.861034184774418,21.861034184774418,15.0,-30.0,-15.0,19.59054717513317,0.0,0.0,0.0,21.86103418477177,15.0,-30.0,-15.0,,10085.672504736838,487.5,3045.0,3532.5,AG2509.SHF,AG2509C9400.SHF,AG2509P9400.SHF,2.6468228404019635e-12,2.6468228404019635e-12,0.0,0.0,0.0,5.294175098315361e-13,mtm
2025-08-18,2025-08-18T23:45:00.000000,988775.7565777336,10085.503518943638,975165.2530587979,-22.074022789848463,-14.574022789848465,-7.5,0.0,-7.5,-14.405036996652283,0.0,0.0,0.0,-14.574022789851965,-7.5,0.0,-7.5,,10085.503518943638,480.0,3045.0,3525.0,AG2509.SHF,AG2509C9400.SHF,AG2509P9400.SHF,3.4995866573794835e-12,3.4995866573794835e-12,0.0,0.0,0.0,6.998473467411276e-13,mtm
2025-08-19,2025-08-19T00:00:00.000000,988733.8263980232,11602.967693571742,973620.8587044594,-36.86103418477498,-21.861034184774976,-15.0,0.0,-15.0,-1544.3943543384491,0.0,0.0,0.0,-26.930179710346078,-15.0,0.0,-15.0,,11602.967693571742,465.0,3045.0,3510.0,AG2509.SHF,AG2509C9400.SHF,AG2509P9400.SHF,5.069145525571103,5.069145525571103,0.0,0.0,0.0,1.0137277323411813,mtm
2025-08-19,2025-08-19T00:15:00.000000,988597.4649826281,11590.387223341444,973549.5777592947,-136.36141539499408,-83.8614153949941,-52.5,0.0,-52.5,-71.28094516469713,0.0,0.0,0.0,-83.86141539499471,-52.5,0.0,-52.5,,11590.387223341444,412.5,3045.0,3457.5,AG2509.SHF,AG2509C9400.SHF,AG2509P9400.SHF,6.137704544606493e-13,6.137704544606493e-13,0.0,0.0,0.0,1.2274181671045532e-13,mtm
2025-08-19,2025-08-19T00:30:00.000000,988619.7225574575,12197.315792258072,972957.4067652074,24.272283078999088,16.772283078999088,7.5,0.0,7.5,-592.1709940871975,0.0,0.0,0.0,14.75757482943065,7.5,0.0,7.5,,12197.315792258072,420.0,3045.0,3465.0,AG2509.SHF,AG2509C9400.SHF,AG2509P9400.SHF,2.0147082495684376,2.0147082495684376,0.0,0.0,0.0,0.4029013597778751,mtm
2025-08-19,2025-08-19T00:45:00.000000,988595.8991925216,12194.772677899424,972951.1265146302,-23.823364935894237,-8.823364935894237,-15.0,0.0,-15.0,-6.280250577245855,0.0,0.0,0.0,-8.823364935894237,-15.0,0.0,-15.0,,12194.772677899424,405.0,3045.0,3450.0,AG2509.SHF,AG2509C9400.SHF,AG2509P9400.SHF,0.0,0.0,0.0,0.0,0.0,0.0,mtm
