trade_date,bar_ts,future_ts_code,future_close,future_per_unit,call_ts_code,call_close,put_ts_code,put_close,option_per_unit,rate,ttm,iv_call_used,iv_put_used,delta_call,delta_put,combo_delta,target_future_position
2025-01-21,2025-01-21T23:45:00.000000,AG2503.SHF,7770.0,15.0,AG2503C7900.SHF,140.5,AG2503P7900.SHF,269.0,15.0,0.00017014993150684933,0.09315068493150686,0.22034362494945525,0.22868323311209676,0.3816571250676066,-0.611634036655438,-0.22997691158783146,0.22997691158783146
2025-01-22,2025-01-22T23:45:00.000000,AG2503.SHF,7757.0,15.0,AG2503C7900.SHF,142.0,AG2503P7900.SHF,282.5,15.0,0.00017016178082191784,0.09041095890410959,0.20829735293984408,0.20677687942981715,0.38077819130266183,-0.6193084672474729,-0.23853027594481108,0.23853027594481108
2025-01-23,2025-01-23T23:45:00.000000,AG2503.SHF,7638.0,15.0,AG2503C7900.SHF,91.0,AG2503P7900.SHF,358.5,15.0,0.00017037397260273972,0.08767123287671233,0.21868114173412323,0.21600875571370123,0.2994755408380514,-0.7006612821004623,-0.4011857412624109,0.4011857412624109
2025-01-24,2025-01-24T23:45:00.000000,AG2503.SHF,7734.0,15.0,AG2503C7900.SHF,127.0,AG2503P7900.SHF,306.5,15.0,0.0001704923287671233,0.08493150684931507,0.2115003849565983,0.21863964192569252,0.3805841691998988,-0.6190212314231903,-0.23843706222329153,0.23843706222329153
2025-01-25,2025-01-25T02:30:00.000000,AG2503.SHF,7715.0,15.0,AG2503C7900.SHF,113.0,AG2503P7900.SHF,289.5,15.0,0.02,0.0821917808219178,0.21839709267020224,0.23420325621962543,0.3907513872692262,-0.6090584467733351,-0.2183070595041089,0.2183070595041089
2025-01-27,2025-01-27T15:00:00.000000,AG2503.SHF,7677.0,15.0,AG2503C7900.SHF,102.0,AG2503P7900.SHF,326.5,15.0,0.00017526649746192892,0.07671232876712329,0.20885176606476302,0.2140906461328268,0.29827457858576445,-0.7014750613611106,-0.40320048277534615,0.40320048277534615
2025-02-05,2025-02-05T23:45:00.000000,AG2503.SHF,8090.0,15.0,AG2503C7900.SHF,277.0,AG2503P7900.SHF,88.5,15.0,0.00018915939086294417,0.052054794520547946,0.22520697548985477,0.22738352850079538,0.7022603251947944,-0.3064893887512163,0.39577093644357814,-0.39577093644357814
2025-02-06,2025-02-06T23:45:00.000000,AG2503.SHF,8012.0,15.0,AG2503C7900.SHF,215.0,AG2503P7900.SHF,103.5,15.0,0.00018184263959390864,0.049315068493150684,0.2270135144889355,0.2295419336855411,0.6324043233166675,-0.3728999764061034,0.2595043469105641,-0.2595043469105641
2025-02-07,2025-02-07T23:45:00.000000,AG2503.SHF,8125.0,15.0,AG2503C7900.SHF,288.0,AG2503P7900.SHF,73.5,15.0,0.0001776918781725888,0.04657534246575343,0.2158627131581306,0.21671711400151247,0.7197647654394965,-0.2802043362291453,0.4395604292103512,-0.4395604292103512
2025-02-08,2025-02-08T02:30:00.000000,AG2503.SHF,8035.0,15.0,AG2503C7900.SHF,223.5,AG2503P7900.SHF,88.0,15.0,0.00017328578680203045,0.043835616438356165,0.21596777483820914,0.23382805287837982,0.6398055764181907,-0.35949773603485125,0.28030784038333945,-0.28030784038333945
2025-02-10,2025-02-10T23:45:00.000000,AG2503.SHF,8063.0,15.0,AG2503C7900.SHF,243.0,AG2503P7900.SHF,86.5,15.0,0.00018020000000000002,0.038356164383561646,0.21909584328532214,0.2183983677625656,0.6987478336858599,-0.2988404483370412,0.3999073853488187,-0.3999073853488187
2025-02-11,2025-02-11T23:45:00.000000,AG2503.SHF,7942.0,15.0,AG2503C7900.SHF,156.0,AG2503P7900.SHF,114.5,15.0,0.0001951142857142857,0.03561643835616438,0.2369057700037956,0.24799456626176836,0.5534041859857158,-0.4461836182681248,0.10722056771759103,-0.10722056771759103
2025-02-12,2025-02-12T23:45:00.000000,AG2503.SHF,7988.0,15.0,AG2503C7900.SHF,183.0,AG2503P7900.SHF,95.5,15.0,0.0001862142857142857,0.03287671232876712,0.22390439450740812,0.22483799934387205,0.6389319809384193,-0.36103646110794446,0.27789551983047484,-0.27789551983047484
2025-02-13,2025-02-13T23:45:00.000000,AG2503.SHF,7986.0,15.0,AG2503C7900.SHF,177.0,AG2503P7900.SHF,84.5,15.0,0.00017927142857142856,0.030136986301369864,0.23386790692806242,0.23487454786896703,0.6387888657190343,-0.36286385394857174,0.2759250117704625,-0.2759250117704625
2025-02-14,2025-02-14T23:45:00.000000,AG2503.SHF,8118.0,15.0,AG2503C7900.SHF,270.0,AG2503P7900.SHF,52.5,15.0,0.0001926142857142857,0.0273972602739726,0.2352198606729507,0.22283776491880414,0.7533772637925678,-0.21158749900548932,0.5417897647870784,-0.5417897647870784
2025-02-15,2025-02-15T02:30:00.000000,AG2503.SHF,8028.0,15.0,AG2503C7900.SHF,205.5,AG2503P7900.SHF,61.5,15.0,0.02,0.024657534246575342,0.25304618567228315,0.25424050241708757,0.6502630080445444,-0.35305490546106516,0.29720810258347924,-0.29720810258347924
2025-02-17,2025-02-17T23:45:00.000000,AG2503.SHF,7999.0,15.0,AG2503C7900.SHF,157.0,AG2503P7900.SHF,58.5,15.0,0.0001999,0.019178082191780823,0.25827590286731716,0.2325370070338249,0.6380078782350019,-0.3626579150229099,0.27534996321209204,-0.27534996321209204
2025-02-18,2025-02-18T23:45:00.000000,AG2503.SHF,8071.0,15.0,AG2503C7900.SHF,189.0,AG2503P7900.SHF,32.0,15.0,0.00021630000000000003,0.01643835616438356,0.22689754039049148,0.22817109078168862,0.7872738239077987,-0.21270260793251483,0.5745712159752838,-0.5745712159752838
2025-02-19,2025-02-19T23:45:00.000000,AG2504.SHF,8094.0,15.0,AG2504C8100.SHF,245.0,AG2504P8100.SHF,247.5,15.0,0.00017700117808219177,0.09315068493150686,0.2,0.2,0.48479264116980064,-0.5152073588301923,-0.030414717660391666,0.030414717660391666
2025-02-20,2025-02-20T23:45:00.000000,AG2504.SHF,8128.0,15.0,AG2504C8100.SHF,258.0,AG2504P8100.SHF,232.5,15.0,0.00017780934246575345,0.09041095890410959,0.25206292636692523,0.24863507777452465,0.5595833668289134,-0.4406194158539152,0.11896395097499823,-0.11896395097499823
2025-02-21,2025-02-21T23:45:00.000000,AG2504.SHF,8055.0,15.0,AG2504C8100.SHF,200.0,AG2504P8100.SHF,246.0,15.0,0.00017871093150684933,0.08767123287671233,0.25018220961093895,0.25289499826729295,0.470377764379827,-0.5294628617379638,-0.05908509735813677,0.05908509735813677
