trade_date,bar_ts,nav,margin_by_future,cash,pnl,pnl_future,pnl_call,pnl_put,pnl_option,cash_future,cash_call,cash_put,cash_option,nav_future,nav_call,nav_put,nav_option,capital_used,capital_future,capital_call,capital_put,capital_option,future_ts_code,call_ts_code,put_ts_code,fee,fee_future,fee_call,fee_put,fee_option,slippage,theta_loss,name
2025-06-11,2025-06-11T15:00:00.000000,991492.5543897353,15847.20042464614,965876.040598534,-268.752970716882,-105.13953237352034,-6.6028231324281705,-157.01061521093345,-163.61343834336162,-1954.030446169031,0.0,0.0,0.0,-111.23894155211269,-6.6028231324281705,-157.01061521093345,-163.61343834336162,,15847.20042464614,9299.094670962933,470.2186955937793,9769.313366556713,AG2507.SHF,AG2507C8300.SHF,AG2507P8300.SHF,6.09940917859236,6.09940917859236,0.0,0.0,0.0,1.2200038361019745,-211.274840475245,mtm
2025-06-12,2025-06-12T15:00:00.000000,991163.3461245159,15634.772517018275,967015.3558157687,-328.95322386976744,927.1423509564358,-1213.9556437106296,-42.1399311155737,-1256.0955748262033,1139.315217234602,0.0,0.0,0.0,926.8873096067366,-1213.9556437106296,-42.1399311155737,-1256.0955748262033,,15634.772517018275,8085.139027252304,428.0787644782056,8513.217791730509,AG2507.SHF,AG2507C8300.SHF,AG2507P8300.SHF,0.25504134969924014,0.25504134969924014,0.0,0.0,0.0,0.05100316962291556,-164.24712428232107,mtm
2025-06-13,2025-06-13T15:00:00.000000,990861.8947497642,15606.000208938565,967410.7154779518,-301.3535360435888,366.685192811303,-566.5066942285475,-101.53203462634428,-668.0387288548918,395.3596621830015,0.0,0.0,0.0,366.58735410329194,-566.5066942285475,-101.53203462634428,-668.0387288548918,,15606.000208938565,7518.6323330237565,326.5467298518613,7845.179062875618,AG2507.SHF,AG2507C8300.SHF,AG2507P8300.SHF,0.09783870801106086,0.09783870801106086,0.0,0.0,0.0,0.019569698572083006,-157.12491947731561,mtm
2025-06-16,2025-06-16T15:00:00.000000,990703.1108731697,17201.760408666014,965004.1816040466,-153.86756431683511,-805.8573619000645,839.9608387780474,-187.9710411948181,651.9897975832293,-2406.5338739051895,0.0,0.0,0.0,-810.7736741777406,839.9608387780474,-187.9710411948181,651.9897975832293,,17201.760408666014,8358.593171801804,138.57568865704323,8497.168860458847,AG2507.SHF,AG2507C8300.SHF,AG2507P8300.SHF,4.916312277676218,4.916312277676218,0.0,0.0,0.0,0.9833607916141979,-453.53879140219817,mtm
2025-06-17,2025-06-17T15:00:00.000000,990743.8353793804,17137.904462841652,964990.0009159893,40.98771894980176,-77.77342114259353,104.39525477716529,14.365885315230003,118.7611400923953,-14.180688057393226,0.0,0.0,0.0,-78.03663388175492,104.39525477716529,14.365885315230003,118.7611400923953,,17137.904462841652,8462.98842657897,152.94157397227323,8615.930000551243,AG2507.SHF,AG2507C8300.SHF,AG2507P8300.SHF,0.26321273916138616,0.26321273916138616,0.0,0.0,0.0,0.052637284103819786,-104.06214072005345,mtm
2025-06-18,2025-06-18T15:00:00.000000,990856.58833171,19685.543643448185,960112.5177327007,120.09537239260787,-2322.501582619012,2570.2586319724783,-127.66167696085843,2442.5969550116197,-4877.483183288566,0.0,0.0,0.0,-2329.8440026820326,2570.2586319724783,-127.66167696085843,2442.5969550116197,,19685.543643448185,11033.247058551447,25.2798970114148,11058.526955562862,AG2507.SHF,AG2507C8300.SHF,AG2507P8300.SHF,7.342420063020568,7.342420063020568,0.0,0.0,0.0,1.468630875690443,-129.92565962835852,mtm
2025-06-19,2025-06-19T15:00:00.000000,990862.9229716781,0.0,990862.9229716798,74.20542692218706,3327.016706061156,-3342.9557396325304,90.1444604935613,-3252.811279138969,22948.59242039345,7686.446173259458,115.36664532622362,7801.812818585681,3263.0487769452648,-3346.8008852919897,90.08674831480882,-3256.7141369771807,,,,,,AG2507.SHF,AG2507C8300.SHF,AG2507P8300.SHF,67.87078695410312,63.96792911589118,3.845145659459459,0.057712178752488054,3.902857838211947,12.792306592508838,-32.63367022458104,close
2025-06-19,2025-06-19T15:00:00.000000,990849.3887272088,2529.268981910082,978113.4240195883,0.0,0.0,0.0,0.0,0.0,-2537.6998785164487,-5248.424342914734,-4963.374730660396,-10211.79907357513,-8.43089660636694,-2.6229007210968183,-2.480447141759319,-5.103347862856137,12735.964707622355,2529.268981910082,5245.801442193637,4960.894283518637,10206.695725712274,AG2508.SHF,AG2508C8800.SHF,AG2508P8800.SHF,13.534244469223077,8.43089660636694,2.6229007210968183,2.480447141759319,5.103347862856137,1.6863479560695958,0.0,open
2025-06-20,2025-06-20T15:00:00.000000,990828.8177613964,1005.8208628153359,979921.6222977214,-8.933855102955704,296.387269747924,-1315.1142300279857,1009.7931051771061,-305.32112485087964,1808.1982781332001,0.0,0.0,0.0,284.750159038454,-1315.1142300279857,1009.7931051771061,-305.32112485087964,,1005.8208628153359,3930.6872121656506,5970.687388695744,9901.374600861394,AG2508.SHF,AG2508C8800.SHF,AG2508P8800.SHF,11.637110709470013,11.637110709470013,0.0,0.0,0.0,2.3271894229538415,-206.75851709655376,mtm
2025-06-23,2025-06-23T15:00:00.000000,990026.1790911936,1078.52645536066,979930.7454976523,-802.437337391817,82.03012528727552,352.7219226548823,-1237.1893853339748,-884.4674626790925,9.123199930950165,0.0,0.0,0.0,81.82879247627434,352.7219226548823,-1237.1893853339748,-884.4674626790925,,1078.52645536066,4283.409134820533,4733.4980033617685,9016.907138182301,AG2508.SHF,AG2508C8800.SHF,AG2508P8800.SHF,0.20133281100117864,0.20133281100117864,0.0,0.0,0.0,0.04026253594665977,-609.2896875069539,mtm
2025-06-24,2025-06-24T15:00:00.000000,989885.2806737106,1085.3351170078852,979898.4882992054,-140.8630141067485,-25.413133423396896,-290.1949866273202,174.7451059439686,-115.44988068335158,-32.257198446814456,0.0,0.0,0.0,-25.44853679958935,-290.1949866273202,174.7451059439686,-115.44988068335158,,1085.3351170078852,3993.214148193213,4908.243109305738,8901.45725749895,AG2508.SHF,AG2508C8800.SHF,AG2508P8800.SHF,0.03540337619245339,0.03540337619245339,0.0,0.0,0.0,0.007079967241770579,-205.38742537830018,mtm
2025-06-25,2025-06-25T15:00:00.000000,989491.2571690552,1113.2393545864713,979859.7232247875,-393.92510877154467,-10.762440955509673,-289.0764574644473,-94.08621035158774,-383.162667816035,-38.76507441795759,0.0,0.0,0.0,-10.860836839371428,-289.0764574644473,-94.08621035158774,-383.162667816035,,1113.2393545864713,3704.137690728766,4814.156898954149,8518.294589682915,AG2508.SHF,AG2508C8800.SHF,AG2508P8800.SHF,0.09839588386175618,0.09839588386175618,0.0,0.0,0.0,0.019677209051459674,-208.3915581123091,mtm
2025-06-26,2025-06-26T15:00:00.000000,988838.4855087601,211.88031077716508,980817.5788299436,-649.7381101551687,59.53011148656163,170.32235214125734,-879.5905737829876,-709.2682216417302,957.8556051559603,0.0,0.0,0.0,56.49656134665409,170.32235214125734,-879.5905737829876,-709.2682216417302,,211.88031077716508,3874.460042870023,3934.566325171162,7809.0263680411845,AG2508.SHF,AG2508C8800.SHF,AG2508P8800.SHF,3.0335501399075393,3.0335501399075393,0.0,0.0,0.0,0.6067707050521576,-205.65310696297118,mtm
2025-06-27,2025-06-27T15:00:00.000000,988548.2274483339,1033.8967791259486,979992.1797089585,-287.5178255584253,-0.6424177684622034,-173.39690931227295,-113.47849847769012,-286.8754077899631,-825.3991209850795,0.0,0.0,0.0,-3.3826526362959832,-173.39690931227295,-113.47849847769012,-286.8754077899631,,1033.8967791259486,3701.06313355775,3821.087826693472,7522.1509602512215,AG2508.SHF,AG2508C8800.SHF,AG2508P8800.SHF,2.7402348678337796,2.7402348678337796,0.0,0.0,0.0,0.5479921743489472,-197.2846890602166,mtm
2025-06-30,2025-06-30T15:00:00.000000,988288.2147984641,1208.1361215899233,979793.8311258251,-259.42009254403126,-23.51668334362989,-342.9666110365545,107.06320183615318,-235.90340920040134,-198.3485831333238,0.0,0.0,0.0,-24.10924066934912,-342.9666110365545,107.06320183615318,-235.90340920040134,,1208.1361215899233,3358.0965225211953,3928.151028529625,7286.24755105082,AG2508.SHF,AG2508C8800.SHF,AG2508P8800.SHF,0.5925573257192317,0.5925573257192317,0.0,0.0,0.0,0.11849961518241037,-590.3312039146418,mtm
2025-07-01,2025-07-01T15:00:00.000000,988285.9710419908,2307.0712280446483,978727.2757507548,9.494852979726204,44.11834083754093,342.6659915551636,-377.2894794129783,-34.62348785781472,-1066.5553750702543,0.0,0.0,0.0,32.37973138447067,342.6659915551636,-377.2894794129783,-34.62348785781472,,2307.0712280446483,3700.762514076359,3550.8615491166465,7251.624063193005,AG2508.SHF,AG2508C8800.SHF,AG2508P8800.SHF,11.73860945307026,11.73860945307026,0.0,0.0,0.0,2.3479566862810906,-212.64457661530244,mtm
2025-07-02,2025-07-02T15:00:00.000000,988252.7580873972,1219.8470611700093,979912.793222852,-21.510025711809647,109.99623410454011,-538.2235551172964,406.71729530094666,-131.50625981634977,1185.5174720973553,0.0,0.0,0.0,98.2933052227164,-538.2235551172964,406.71729530094666,-131.50625981634977,,1219.8470611700093,3162.5389589590627,3957.5788444175932,7120.1178033766555,AG2508.SHF,AG2508C8800.SHF,AG2508P8800.SHF,11.70292888182371,11.70292888182371,0.0,0.0,0.0,2.3403517411914327,-221.72967448725828,mtm
2025-07-03,2025-07-03T15:00:00.000000,988595.6686893365,5789.485711195214,975502.8371013683,366.3657910657855,183.1377176679587,1569.13885147605,-1385.910778078223,183.22807339782685,-4409.956121483686,0.0,0.0,0.0,159.68252854151896,1569.13885147605,-1385.910778078223,183.22807339782685,,5789.485711195214,4731.677810435112,2571.66806633937,7303.345876774482,AG2508.SHF,AG2508C8800.SHF,AG2508P8800.SHF,23.455189126439734,23.455189126439734,0.0,0.0,0.0,4.6915069759814685,-225.49122819531405,mtm
2025-07-04,2025-07-04T15:00:00.000000,989048.8858643568,2352.062850514914,979036.7467444886,464.6251584879829,107.89476590762858,-9.162138649720362,365.89253123007467,356.7303925803543,3533.9096431202083,0.0,0.0,0.0,96.48678243990791,-9.162138649720362,365.89253123007467,356.7303925803543,,2352.062850514914,4722.515671785392,2937.560597569445,7660.076269354837,AG2508.SHF,AG2508C8800.SHF,AG2508P8800.SHF,11.407983467720669,11.407983467720669,0.0,0.0,0.0,2.281368556689827,-225.4456628208952,mtm
2025-07-07,2025-07-07T15:00:00.000000,988374.0913899777,2288.8917484527274,979182.3706344804,-674.6252191914823,82.62204311706284,-731.1523514526962,-26.094910855848923,-757.247262308545,145.62388999170275,0.0,0.0,0.0,82.45278792951625,-731.1523514526962,-26.094910855848923,-757.247262308545,,2288.8917484527274,3991.3633203326963,2911.465686713596,6902.829007046292,AG2508.SHF,AG2508C8800.SHF,AG2508P8800.SHF,0.1692551875465998,0.1692551875465998,0.0,0.0,0.0,0.03384765274401546,-789.607044399151,mtm
2025-07-08,2025-07-08T15:00:00.000000,988439.297445368,3397.7252382256224,977977.0186417162,68.85726379416025,-92.86729458737871,482.2536708670472,-320.5291124855083,161.72455838153894,-1205.351992764176,0.0,0.0,0.0,-96.51850299128084,482.2536708670472,-320.5291124855083,161.72455838153894,,3397.7252382256224,4473.616991199743,2590.9365742280875,7064.55356542783,AG2508.SHF,AG2508C8800.SHF,AG2508P8800.SHF,3.6512084039021317,3.6512084039021317,0.0,0.0,0.0,0.7303147122510132,-279.50965659787767,mtm
2025-07-09,2025-07-09T15:00:00.000000,988129.8452060279,2269.8815726380817,979220.44399393,-305.7501429339201,119.28378303257486,-561.3725587609847,136.33863279448974,-425.03392596649496,1243.4253522138326,0.0,0.0,0.0,115.58168662629201,-561.3725587609847,136.33863279448974,-425.03392596649496,,2269.8815726380817,3912.244432438759,2727.2752070225774,6639.519639461336,AG2508.SHF,AG2508C8800.SHF,AG2508P8800.SHF,3.7020964062828483,3.7020964062828483,0.0,0.0,0.0,0.7403452467316611,-294.094040464538,mtm
2025-07-10,2025-07-10T15:00:00.000000,987652.6749209854,2237.6289006970633,979228.7193115079,-477.0508459855219,-23.857915306140402,-121.59462143832144,-331.59830924106006,-453.1929306793815,8.275317577859138,0.0,0.0,0.0,-23.977354363159296,-121.59462143832144,-331.59830924106006,-453.1929306793815,,2237.6289006970633,3790.6498110004372,2395.6768977815173,6186.326708781955,AG2508.SHF,AG2508C8800.SHF,AG2508P8800.SHF,0.11943905701889589,0.11943905701889589,0.0,0.0,0.0,0.023885422861512646,-302.67438348181895,mtm
2025-07-11,2025-07-11T15:00:00.000000,987623.3964923363,7014.87660888033,974229.3438851164,-13.45592030799719,-206.3052098671379,1015.4700687508491,-822.6207791917084,192.84928955914074,-4999.37542639145,0.0,0.0,0.0,-222.1277182081825,1015.4700687508491,-822.6207791917084,192.84928955914074,,7014.87660888033,4806.119879751286,1573.0561185898089,6379.175998341095,AG2508.SHF,AG2508C8800.SHF,AG2508P8800.SHF,15.8225083410446,15.8225083410446,0.0,0.0,0.0,3.1648181500212353,-300.0372421694094,mtm
2025-07-14,2025-07-14T15:00:00.000000,987804.4556105842,12007.114835849134,968375.3247215496,197.27717317513486,-845.5628816708154,1747.4273175424996,-704.5872626965494,1042.8400548459504,-5854.019163566823,0.0,0.0,0.0,-861.78093659802,1747.4273175424996,-704.5872626965494,1042.8400548459504,,12007.114835849134,6553.547197293786,868.4688558932596,7422.016053187045,AG2508.SHF,AG2508C8800.SHF,AG2508P8800.SHF,16.21805492720469,16.21805492720469,0.0,0.0,0.0,3.243935378980152,-810.937073184641,mtm
